,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교
707,박여호수아,16.0,33714,204.0,12.0,41.0,96.0,0.427,30.0,90.0,0.333,32.0,45.0,0.711,25.0,55.0,5.0,24.0,1.5,30.0,1.0,0.0,0.0,25.0,32.0,0.0,0.0,20.0,10.0,4.0,47.0,0.0,0.0,2014.0,조선대학교
708,박여호수아,3.0,5755,25.0,8.0,7.0,11.0,0.636,3.0,22.0,0.136,2.0,2.0,1.0,8.0,4.0,4.0,7.0,2.3,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,2014.0,조선대학교
709,박영록,6.0,4698,19.0,3.0,4.0,7.0,0.571,3.0,11.0,0.273,2.0,2.0,1.0,3.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,2013.0,상명대학교
710,박영록,4.0,4480,10.0,2.0,2.0,16.0,0.125,2.0,12.0,0.167,0.0,0.0,0.0,3.0,5.0,2.0,6.0,1.5,3.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0,0.0,2013.0,상명대학교
711,박영석,1.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,중앙대학교
712,박영수,3.0,5340,22.0,7.0,7.0,19.0,0.368,1.0,3.0,0.333,5.0,8.0,0.625,4.0,8.0,4.0,1.0,0.3,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,1999.0,동국대학교
713,박원종,15.0,1791,20.0,1.0,8.0,13.0,0.615,0.0,0.0,0.0,4.0,6.0,0.667,5.0,10.0,1.0,2.0,0.1,1.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2015.0,중앙대학교
714,박원종,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,중앙대학교
715,박의식,1.0,352,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,조선대학교
716,박인웅,2.0,4385,33.0,16.0,12.0,25.0,0.48,0.0,7.0,0.0,9.0,10.0,0.9,6.0,9.0,7.0,5.0,2.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,2021.0,중앙대학교
717,박인웅,3.0,6888,77.0,25.0,27.0,43.0,0.628,5.0,11.0,0.455,8.0,9.0,0.889,10.0,11.0,7.0,14.0,4.7,3.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,2020.0,중앙대학교
718,박인웅,16.0,11017,82.0,5.0,25.0,40.0,0.625,9.0,26.0,0.346,5.0,7.0,0.714,18.0,24.0,2.0,10.0,0.6,3.0,2.0,0.0,0.0,13.0,13.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,0.0,2019.0,중앙대학교
719,박인웅,6.0,3752,19.0,3.0,7.0,18.0,0.389,0.0,3.0,0.0,5.0,5.0,1.0,6.0,6.0,2.0,5.0,0.8,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2019.0,중앙대학교
720,박인웅,3.0,6538,56.0,18.0,20.0,31.0,0.645,5.0,15.0,0.333,1.0,1.0,1.0,7.0,20.0,9.0,10.0,3.3,6.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,7.0,3.0,6.0,2.0,0.0,2020.0,중앙대학교
721,박인웅,3.0,6257,53.0,17.0,19.0,33.0,0.576,3.0,12.0,0.25,6.0,10.0,0.6,10.0,20.0,10.0,12.0,4.0,5.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,4.0,2.0,10.0,0.0,0.0,2021.0,중앙대학교
722,박인환,16.0,2769,7.0,0.0,3.0,7.0,0.429,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,4.0,0.3,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2014.0,한양대학교
723,박인환,3.0,506,5.0,1.0,1.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,한양대학교
724,박인환,15.0,5970,17.0,1.0,3.0,6.0,0.5,3.0,13.0,0.231,2.0,4.0,0.5,2.0,6.0,0.0,2.0,0.1,3.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,1.0,2016.0,한양대학교
725,박인환,4.0,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,한양대학교
726,박인환,16.0,22593,60.0,3.0,11.0,39.0,0.282,8.0,31.0,0.258,14.0,17.0,0.824,9.0,33.0,2.0,49.0,3.1,18.0,1.0,0.0,0.0,12.0,27.0,0.0,0.0,2.0,4.0,2.0,20.0,13.0,3.0,2017.0,한양대학교
727,박인환,16.0,4547,17.0,1.0,4.0,10.0,0.4,3.0,6.0,0.5,0.0,2.0,0.0,3.0,6.0,0.0,3.0,0.2,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,2.0,2015.0,한양대학교
728,박인환,3.0,3164,16.0,5.0,5.0,9.0,0.556,1.0,3.0,0.333,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,3.0,2.0,0.0,2017.0,한양대학교
729,박인환,3.0,761,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,한양대학교
730,박장호,1.0,858,5.0,5.0,2.0,3.0,0.667,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2002.0,성균관대학교
731,박재민,3.0,6038,29.0,9.0,9.0,18.0,0.5,3.0,8.0,0.375,2.0,4.0,0.5,3.0,8.0,3.0,14.0,4.7,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2019.0,단국대학교
732,박재민,16.0,22261,96.0,6.0,28.0,56.0,0.5,8.0,27.0,0.296,16.0,24.0,0.667,12.0,26.0,2.0,32.0,2.0,22.0,1.0,0.0,0.0,18.0,14.0,0.0,0.0,1.0,12.0,5.0,22.0,13.0,5.0,2019.0,단국대학교
