,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
622,남호진,2,0:55:05,22,11,6,11,54.50%,0,2,0.00%,10,16,62.50%,4,3,3,0,0,1,0,0,0,0,6,0,0,1,0,0,7,0,0,2003,건국대학교,MBC배 대학리그
623,노경석,3,1:24:45,36,12,7,16,43.80%,7,15,46.70%,1,4,25.00%,5,8,4,4,1.3,3,4,0,0,3,7,0,0,2,0,0,6,0,0,2002,건국대학교,MBC배 대학리그
624,노경석,2,1:01:51,18,9,7,14,50.00%,1,8,12.50%,1,1,100.00%,1,2,1,3,1.5,3,2,0,0,1,4,0,0,1,0,0,4,0,0,2003,건국대학교,MBC배 대학리그
625,노경석,2,1:07:48,35,17,5,14,35.70%,3,10,30.00%,16,17,94.10%,6,2,4,4,2,3,0,0,0,2,7,0,0,1,0,0,6,0,0,2004,건국대학교,MBC배 대학리그
626,노경석,4,2:21:33,66,16,14,26,53.80%,8,22,36.40%,14,21,66.70%,7,15,5,7,1.8,7,0,0,0,7,9,0,0,4,0,0,10,0,0,2005,건국대학교,MBC배 대학리그
627,노승준,4,2:28:14,53,13,20,42,47.60%,2,9,22.20%,7,11,63.60%,12,16,7,0,0,2,0,0,0,3,9,0,0,3,0,0,11,0,0,2010,고려대학교,MBC배 대학리그
628,노승준,17,8:23:36,237,13,86,162,53.10%,10,32,31.30%,35,60,58.30%,59,109,9,13,0.8,9,1,0,0,29,25,0,0,10,21,5,31,0,0,2011,고려대학교,대학농구리그
629,노승준,5,2:30:43,64,12,25,50,50.00%,4,9,44.40%,2,5,40.00%,15,23,7,5,1,0,1,0,0,5,10,0,0,9,1,3,9,0,0,2011,고려대학교,MBC배 대학리그
630,두경민,21,10:05:12,300,14,80,139,57.60%,31,103,30.10%,47,65,72.30%,20,47,3,48,2.3,35,2,0,0,26,37,0,0,12,53,16,50,35,4,2011,경희대학교,대학농구리그
631,두경민,5,2:46:11,90,18,30,43,69.80%,3,12,25.00%,21,24,87.50%,7,6,2,15,3,9,1,0,0,3,10,0,0,4,15,4,16,9,4,2011,경희대학교,MBC배 대학리그
632,두경민,22,9:39:56,320,14,88,152,57.90%,38,106,35.80%,30,46,65.20%,15,32,2,80,3.6,24,3,0,0,26,28,0,0,20,43,6,50,27,4,2012,경희대학교,대학농구리그
633,두경민,3,1:11:21,52,17,14,18,77.80%,6,20,30.00%,6,8,75.00%,2,5,2,9,3,5,0,0,0,0,3,0,0,3,5,4,8,4,0,2012,경희대학교,MBC배 대학리그
634,두경민,16,8:21:26,286,17,61,114,53.50%,45,129,34.90%,29,36,80.60%,15,35,3,50,3.1,17,1,0,0,16,28,0,0,18,32,12,42,27,3,2013,경희대학교,대학농구리그
635,두경민,5,2:42:03,114,22,25,40,62.50%,18,36,50.00%,10,12,83.30%,4,11,3,11,2.2,14,1,0,0,1,10,0,0,8,12,4,14,12,3,2013,경희대학교,MBC배 대학리그
636,류영환,22,13:13:20,295,13,120,186,64.50%,0,1,0.00%,55,103,53.40%,98,58,7,6,0.3,13,9,0,0,48,33,0,0,36,10,4,38,1,0,2012,건국대학교,대학농구리그
637,류영환,3,1:48:48,62,20,25,40,62.50%,0,0,0.00%,12,20,60.00%,12,12,8,1,0.3,3,6,0,0,3,6,0,0,6,0,1,5,0,1,2012,건국대학교,MBC배 대학리그
638,류영환,16,8:19:31,175,10,59,116,50.90%,8,25,32.00%,33,54,61.10%,50,55,6,11,0.7,12,9,0,0,17,25,0,0,34,3,0,23,34,8,2013,건국대학교,대학농구리그
639,류영환,3,1:38:39,32,10,10,22,45.50%,1,2,50.00%,9,13,69.20%,6,12,6,4,1.3,3,2,0,0,5,5,0,0,8,0,0,6,5,1,2013,건국대학교,MBC배 대학리그
640,류영환,16,8:29:56,181,11,54,139,38.80%,11,54,20.40%,40,67,59.70%,54,61,7,5,0.3,23,3,0,0,26,27,0,0,21,4,1,30,35,3,2014,건국대학교,대학농구리그
641,류영환,5,2:36:13,64,12,24,38,63.20%,3,17,17.60%,7,14,50.00%,24,20,8,2,0.4,4,3,0,0,8,11,0,0,6,0,0,6,15,2,2014,건국대학교,MBC배 대학리그
642,류영환,16,9:42:52,272,17,98,176,55.70%,6,29,20.70%,58,91,63.70%,65,96,10,9,0.6,19,15,0,0,20,19,0,0,23,9,1,36,11,4,2015,건국대학교,대학농구리그
643,류영환,4,2:11:50,43,10,13,28,46.40%,1,5,20.00%,14,19,73.70%,13,12,6,3,0.8,3,4,0,0,4,6,0,0,4,2,0,11,7,0,2015,건국대학교,MBC배 대학리그
644,류종현,1,0:05:45,1,1,0,0,0.00%,0,0,0.00%,1,2,50.00%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,중앙대학교,MBC배 대학리그
645,류종현,6,1:46:51,29,4,10,18,55.60%,0,0,0.00%,9,16,56.30%,10,9,3,2,0.3,6,0,0,0,5,6,0,0,5,0,0,2,0,0,2008,중앙대학교,MBC배 대학리그
646,류종현,6,2:21:45,32,5,13,24,54.20%,0,0,0.00%,6,10,60.00%,16,19,5,4,0.7,3,3,0,0,7,9,0,0,12,0,0,8,0,0,2009,중앙대학교,MBC배 대학리그
647,류지석,16,3:36:22,72,4,28,56,50.00%,0,0,0.00%,16,28,57.10%,26,38,4,5,0.3,3,10,0,0,18,8,0,0,7,3,1,17,0,0,2013,상명대학교,대학농구리그
648,류지석,4,0:50:13,25,6,9,21,42.90%,0,0,0.00%,7,9,77.80%,6,3,2,3,0.8,0,2,0,0,5,3,0,0,2,0,2,3,0,0,2013,상명대학교,MBC배 대학리그
649,류지석,16,9:18:32,224,14,94,206,45.60%,2,3,66.70%,30,56,53.60%,71,76,9,5,0.3,13,19,2,3,29,23,0,0,20,5,1,29,1,0,2014,상명대학교,대학농구리그
650,류지석,3,1:34:14,41,13,18,35,51.40%,0,0,0.00%,5,9,55.60%,4,16,6,4,1.3,1,3,0,0,3,7,0,0,0,0,0,4,2,0,2014,상명대학교,MBC배 대학리그
651,류지석,9,4:38:56,82,9,37,83,44.60%,0,1,0.00%,8,21,38.10%,24,47,7,2,0.2,7,6,0,0,11,11,0,0,10,0,0,21,0,0,2015,상명대학교,대학농구리그
652,마영진,2,0:10:49,2,1,1,2,50.00%,0,0,0.00%,0,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,고려대학교,MBC배 대학리그
653,마영진,1,0:03:23,0,0,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,고려대학교,MBC배 대학리그
654,마영진,1,0:00:08,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,고려대학교,MBC배 대학리그
655,맹상훈,10,0:23:51,2,0,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,1,0,5,0.5,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2013,경희대학교,대학농구리그
656,맹상훈,5,0:39:07,0,0,0,2,0.00%,0,1,0.00%,0,2,0.00%,0,0,0,2,0.4,2,0,0,0,1,0,0,0,1,0,0,2,0,0,2013,경희대학교,MBC배 대학리그
657,맹상훈,16,3:01:36,24,1,4,13,30.80%,2,9,22.20%,10,12,83.30%,9,19,1,11,0.7,8,2,0,0,8,12,0,0,6,1,0,14,21,3,2014,경희대학교,대학농구리그
658,맹상훈,5,0:28:35,6,1,1,1,100.00%,1,2,50.00%,1,2,50.00%,1,5,1,4,0.8,1,1,0,0,0,1,0,0,1,0,0,1,6,2,2014,경희대학교,MBC배 대학리그
659,맹상훈,16,7:16:45,106,6,23,39,59.00%,16,47,34.00%,12,21,57.10%,13,46,3,34,2.1,14,1,0,0,14,18,0,0,9,9,0,24,0,0,2015,경희대학교,대학농구리그
660,맹상훈,5,2:42:16,34,6,6,23,26.10%,5,25,20.00%,7,8,87.50%,5,16,4,14,2.8,8,2,0,0,4,6,0,0,4,3,1,6,4,1,2015,경희대학교,MBC배 대학리그
661,맹상훈,3,0:57:20,18,6,2,3,66.70%,4,8,50.00%,2,2,100.00%,3,5,2,3,1,1,0,0,0,1,5,0,0,0,0,0,4,1,1,2016,경희대학교,대학농구리그
662,맹상훈,3,1:22:02,10,3,4,9,44.40%,0,9,0.00%,2,5,40.00%,2,8,3,8,2.7,2,1,0,0,1,6,0,0,4,1,0,6,4,0,2016,경희대학교,MBC배 대학리그
663,문상옥,14,1:14:15,50,3,13,26,50.00%,5,20,25.00%,9,10,90.00%,7,9,1,3,0.2,5,2,0,0,4,0,0,1,1,4,1,3,0,0,2016,중앙대학교,대학농구리그
664,문상옥,4,0:03:56,0,0,0,2,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,중앙대학교,MBC배 대학리그
665,문상옥,14,2:39:30,70,5,29,46,63.00%,3,21,14.30%,3,4,75.00%,8,25,2,9,0.6,9,6,4,4,4,9,0,0,0,11,4,11,2,0,2017,중앙대학교,대학농구리그
666,문상옥,4,1:08:52,32,8,7,14,50.00%,4,16,25.00%,6,6,100.00%,8,4,3,3,0.8,2,1,0,0,2,5,0,0,0,2,2,8,1,0,2017,중앙대학교,MBC배 대학리그
667,문상옥,16,8:51:55,302,18,89,170,52.40%,24,96,25.00%,52,62,83.90%,39,76,7,39,2.4,26,10,2,2,9,17,0,0,0,30,9,28,4,2,2018,중앙대학교,대학농구리그
668,문상옥,3,1:33:41,40,13,14,32,43.80%,3,15,20.00%,3,4,75.00%,4,11,5,4,1.3,4,1,0,0,6,0,0,0,0,5,2,12,2,0,2018,중앙대학교,MBC배 대학리그
669,문상옥,16,8:58:19,270,16,84,156,53.80%,25,106,23.60%,27,28,96.40%,27,64,5,37,2.3,29,8,1,2,11,18,0,0,0,35,9,29,12,1,2019,중앙대학교,대학농구리그
670,문상옥,6,3:34:03,110,18,26,67,38.80%,18,61,29.50%,4,4,100.00%,5,21,4,18,3,14,4,0,0,4,7,0,0,0,11,8,8,4,1,2019,중앙대학교,MBC배 대학리그
671,문성곤,22,10:10:32,265,12,48,87,55.20%,45,129,34.90%,34,52,65.40%,35,84,5,27,1.2,20,20,4,4,30,26,0,0,8,24,15,34,0,0,2012,고려대학교,대학농구리그
672,문성곤,3,1:29:05,35,11,13,25,52.00%,3,12,25.00%,0,0,0.00%,5,11,5,4,1.3,5,3,1,1,3,6,0,0,2,6,2,8,0,0,2012,고려대학교,MBC배 대학리그
673,문성곤,15,6:01:17,153,10,42,72,58.30%,15,65,23.10%,24,32,75.00%,22,46,4,21,1.4,25,13,3,3,17,15,0,0,17,23,10,24,1,0,2013,고려대학교,대학농구리그
674,문성곤,5,2:04:36,48,9,9,20,45.00%,8,27,29.60%,6,11,54.50%,3,21,4,6,1.2,7,7,0,0,6,4,0,0,2,3,3,4,0,0,2013,고려대학교,MBC배 대학리그
675,문성곤,16,6:38:11,192,12,56,103,54.40%,17,63,27.00%,29,43,67.40%,31,41,4,29,1.8,39,11,6,6,14,23,0,0,4,19,7,26,0,0,2014,고려대학교,대학농구리그
676,문성곤,5,2:35:15,68,13,14,24,58.30%,7,24,29.20%,19,25,76.00%,7,17,4,11,2.2,8,4,1,1,3,6,0,0,1,10,1,9,0,0,2014,고려대학교,MBC배 대학리그
677,문성곤,15,6:35:39,153,10,30,69,43.50%,23,67,34.30%,24,37,64.90%,26,56,5,26,1.7,26,12,3,3,13,18,0,0,16,10,2,19,0,0,2015,고려대학교,대학농구리그
678,문성곤,5,2:30:35,53,10,9,15,60.00%,8,32,25.00%,11,13,84.60%,10,22,6,6,1.2,5,6,0,0,9,7,0,0,7,2,1,14,0,0,2015,고려대학교,MBC배 대학리그
679,문종호,3,0:36:10,10,3,1,4,25.00%,1,2,50.00%,5,8,62.50%,2,2,1,3,1,1,1,0,0,1,2,0,0,3,0,0,5,0,0,1999,동국대학교,MBC배 대학리그
680,문종호,2,1:15:18,40,20,7,14,50.00%,6,13,46.20%,8,10,80.00%,1,7,4,2,1,2,0,0,0,1,6,0,0,2,0,0,10,0,0,2001,동국대학교,MBC배 대학리그
681,문종호,2,1:03:49,23,11,6,11,54.50%,2,7,28.60%,5,7,71.40%,5,4,4,2,1,2,0,0,0,3,5,0,0,3,0,0,4,0,0,2002,동국대학교,MBC배 대학리그
682,문혁주,2,1:18:02,38,19,9,17,52.90%,2,10,20.00%,14,22,63.60%,11,10,10,0,0,2,0,0,0,6,3,0,0,1,0,0,4,0,0,1999,건국대학교,MBC배 대학리그
683,문혁주,2,0:56:18,28,14,9,13,69.20%,2,9,22.20%,4,5,80.00%,8,7,7,0,0,0,1,0,0,3,2,0,0,2,0,0,0,0,0,2000,건국대학교,MBC배 대학리그
684,문혁주,3,1:34:31,40,13,6,15,40.00%,6,19,31.60%,10,13,76.90%,14,18,10,0,0,6,0,0,0,1,1,0,0,3,0,0,6,0,0,2001,건국대학교,MBC배 대학리그
685,문형준,3,0:04:45,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2005,단국대학교,MBC배 대학리그
686,문형준,5,1:10:30,17,3,3,10,30.00%,0,2,0.00%,11,14,78.60%,0,3,0,10,2,1,1,0,0,7,2,0,0,10,0,0,6,0,0,2006,단국대학교,MBC배 대학리그
687,문형준,4,1:23:11,9,2,2,3,66.70%,0,5,0.00%,5,9,55.60%,0,4,1,8,2,4,0,0,0,1,5,0,0,4,0,0,7,0,0,2007,단국대학교,MBC배 대학리그
688,문형준,5,1:49:50,14,2,5,17,29.40%,1,5,20.00%,1,2,50.00%,6,11,3,3,0.6,4,0,0,0,5,11,0,0,5,0,0,7,0,0,2008,단국대학교,MBC배 대학리그
689,민성주,6,1:16:03,24,4,11,17,64.70%,0,0,0.00%,2,3,66.70%,7,20,4,0,0,4,3,0,0,7,2,0,0,1,0,0,7,0,0,2007,연세대학교,MBC배 대학리그
690,민성주,3,0:17:05,6,2,3,6,50.00%,0,0,0.00%,0,0,0.00%,2,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2008,연세대학교,MBC배 대학리그
691,민성주,6,2:16:37,48,8,22,37,59.50%,0,0,0.00%,4,5,80.00%,14,32,7,3,0.5,10,1,0,0,8,8,0,0,3,0,0,6,0,0,2009,연세대학교,MBC배 대학리그
692,박건호,4,0:07:40,2,0,1,3,33.30%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,2016,중앙대학교,대학농구리그
693,박건호,2,0:00:00,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,중앙대학교,MBC배 대학리그
694,박건호,2,0:28:23,21,10,10,14,71.40%,0,0,0.00%,1,2,50.00%,4,8,6,0,0,0,2,0,0,2,2,0,0,0,0,1,4,0,0,2017,중앙대학교,대학농구리그
695,박건호,4,0:03:20,2,0,1,6,16.70%,0,0,0.00%,0,0,0.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2017,중앙대학교,MBC배 대학리그
696,박건호,14,1:07:36,14,1,6,12,50.00%,0,0,0.00%,2,5,40.00%,5,19,1,1,0.1,2,4,0,0,7,4,0,0,0,0,0,6,0,1,2018,중앙대학교,대학농구리그
697,박건호,3,0:13:04,2,0,0,2,0.00%,0,0,0.00%,2,4,50.00%,2,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2018,중앙대학교,MBC배 대학리그
698,박건호,16,1:08:29,26,1,12,23,52.20%,0,0,0.00%,2,6,33.30%,5,15,1,1,0.1,4,6,0,0,9,5,0,1,1,0,0,7,1,0,2019,중앙대학교,대학농구리그
699,박건호,6,0:23:54,13,2,6,7,85.70%,0,0,0.00%,1,1,100.00%,1,2,0,0,0,1,2,0,0,2,1,0,0,0,0,0,2,0,0,2019,중앙대학교,MBC배 대학리그
700,박경상,6,0:39:14,22,3,3,5,60.00%,4,8,50.00%,4,5,80.00%,3,6,1,4,0.7,2,0,0,0,6,1,0,0,3,0,0,2,0,0,2009,연세대학교,MBC배 대학리그
701,박경상,5,2:36:38,42,8,11,26,42.30%,5,17,29.40%,5,7,71.40%,3,8,2,10,2,8,0,0,0,6,7,0,0,6,0,0,13,0,0,2010,연세대학교,MBC배 대학리그
702,박경상,21,9:22:45,265,12,58,102,56.90%,35,103,34.00%,44,55,80.00%,25,34,2,67,3.2,30,0,0,0,17,33,0,0,21,35,11,40,21,3,2011,연세대학교,대학농구리그
703,박경상,5,2:06:59,76,15,17,29,58.60%,10,23,43.50%,12,16,75.00%,6,13,3,15,3,3,1,0,0,5,9,0,0,4,13,4,8,0,0,2011,연세대학교,MBC배 대학리그
704,박경상,16,4:50:12,122,7,22,36,61.10%,17,43,39.50%,27,30,90.00%,20,37,3,30,1.9,14,1,0,0,7,11,0,0,12,9,5,29,6,4,2012,연세대학교,대학농구리그
705,박경상,3,1:24:06,12,4,3,7,42.90%,1,5,20.00%,3,5,60.00%,6,10,5,15,5,7,0,0,0,3,1,0,0,4,1,0,13,0,0,2012,연세대학교,MBC배 대학리그
706,박광재,3,1:33:51,55,18,19,37,51.40%,3,4,75.00%,8,9,88.90%,2,11,4,2,0.7,1,5,0,0,6,5,0,0,4,0,0,2,0,0,1999,연세대학교,MBC배 대학리그
707,박광재,3,1:34:11,27,9,6,15,40.00%,1,6,16.70%,12,12,100.00%,10,13,7,4,1.3,1,2,0,0,3,4,0,0,2,0,0,6,0,0,2000,연세대학교,MBC배 대학리그
708,박광재,5,1:53:51,36,7,12,20,60.00%,2,4,50.00%,6,10,60.00%,6,10,3,2,0.4,4,2,0,0,2,9,0,0,6,0,0,8,0,0,2001,연세대학교,MBC배 대학리그
709,박광재,5,1:56:47,58,11,18,27,66.70%,5,11,45.50%,7,9,77.80%,8,30,7,5,1,2,3,0,0,7,5,0,0,2,0,0,7,0,0,2002,연세대학교,MBC배 대학리그
710,박구영,2,1:06:52,26,13,7,13,53.80%,3,17,17.60%,3,11,27.30%,5,1,3,1,0.5,3,3,0,0,3,5,0,0,6,1,0,6,0,0,2003,단국대학교,MBC배 대학리그
711,박구영,2,1:21:24,32,16,8,18,44.40%,4,15,26.70%,4,9,44.40%,3,10,6,1,0.5,6,0,0,0,3,3,0,0,2,0,0,1,0,0,2004,단국대학교,MBC배 대학리그
712,박구영,4,2:33:10,88,22,11,37,29.70%,17,36,47.20%,15,23,65.20%,4,18,5,3,0.8,10,0,0,0,9,9,0,0,8,0,0,16,0,0,2005,단국대학교,MBC배 대학리그
713,박구영,5,3:11:18,94,18,10,25,40.00%,20,59,33.90%,14,17,82.40%,5,10,3,5,1,10,0,0,0,2,13,0,0,7,0,0,12,0,0,2006,단국대학교,MBC배 대학리그
714,박규섭,4,0:22:39,11,2,5,10,50.00%,0,0,0.00%,1,1,100.00%,1,4,1,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,2005,명지대학교,MBC배 대학리그
715,박규섭,4,0:25:17,14,3,6,8,75.00%,0,0,0.00%,2,2,100.00%,1,3,1,1,0.3,0,1,0,0,2,1,0,0,0,0,0,4,0,0,2006,명지대학교,MBC배 대학리그
716,박규섭,6,2:34:27,33,5,16,31,51.60%,0,0,0.00%,1,7,14.30%,17,17,5,0,0,0,8,0,0,13,8,0,0,11,0,0,5,0,0,2007,명지대학교,MBC배 대학리그
717,박규섭,4,2:01:17,41,10,18,20,90.00%,0,0,0.00%,5,7,71.40%,11,19,7,0,0,3,7,0,0,8,7,0,0,7,0,0,2,0,0,2008,명지대학교,MBC배 대학리그
718,박대남,4,1:40:34,28,7,4,12,33.30%,6,10,60.00%,2,5,40.00%,1,9,2,3,0.8,0,1,0,0,4,4,0,0,4,0,0,7,0,0,2008,명지대학교,MBC배 대학리그
719,박래훈,6,3:23:44,117,19,15,29,51.70%,22,50,44.00%,21,31,67.70%,10,27,6,10,1.7,11,1,0,0,6,5,0,0,8,0,0,16,0,0,2008,경희대학교,MBC배 대학리그
720,박래훈,5,2:30:57,59,11,8,16,50.00%,13,38,34.20%,4,5,80.00%,4,20,4,1,0.2,3,3,0,0,4,4,0,0,6,0,0,7,0,0,2009,경희대학교,MBC배 대학리그
721,박래훈,22,10:46:05,266,12,55,99,55.60%,40,133,30.10%,36,48,75.00%,18,68,3,60,2.7,40,7,0,0,16,27,0,0,17,24,14,38,27,3,2011,경희대학교,대학농구리그
722,박래훈,5,2:54:34,44,8,11,16,68.80%,7,31,22.60%,1,2,50.00%,2,21,4,17,3.4,13,2,0,0,5,6,0,0,2,6,3,12,5,1,2011,경희대학교,MBC배 대학리그
723,박민우,14,0:47:48,16,1,7,14,50.00%,0,0,0.00%,2,2,100.00%,3,6,0,0,0,1,0,0,0,3,3,0,0,0,1,0,2,1,0,2017,고려대학교,대학농구리그
724,박민우,5,0:13:45,4,0,2,3,66.70%,0,0,0.00%,0,0,0.00%,3,1,0,1,0.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2017,고려대학교,MBC배 대학리그
725,박민우,12,1:09:36,39,3,18,29,62.10%,0,1,0.00%,3,4,75.00%,9,10,1,7,0.6,2,0,0,0,4,4,0,0,0,3,0,6,1,0,2018,고려대학교,대학농구리그
726,박민우,5,0:14:06,6,1,3,6,50.00%,0,0,0.00%,0,0,0.00%,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2018,고려대학교,MBC배 대학리그
727,박민우,16,7:30:22,203,12,88,173,50.90%,3,16,18.80%,18,26,69.20%,55,84,8,41,2.6,8,2,0,0,9,15,0,0,0,11,1,27,5,0,2019,고려대학교,대학농구리그
728,박민우,5,1:29:59,40,8,17,31,54.80%,0,3,0.00%,6,7,85.70%,9,15,4,8,1.6,4,0,0,0,3,4,0,0,0,3,1,6,1,0,2019,고려대학교,MBC배 대학리그
729,박민우,2,0:12:40,6,3,3,3,100.00%,0,1,0.00%,0,0,0.00%,0,1,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1,2020,고려대학교,대학농구리그
730,박민우,3,0:45:52,16,5,6,10,60.00%,1,2,50.00%,1,5,20.00%,9,8,5,4,1.3,1,1,0,0,2,1,0,0,0,0,1,3,0,0,2020,고려대학교,대학농구리그
731,박민혁,19,0:29:24,12,0,6,8,75.00%,0,0,0.00%,0,0,0.00%,0,4,0,1,0.1,2,1,0,0,0,5,0,0,0,2,0,0,2,0,2011,건국대학교,대학농구리그
732,박민혁,22,2:21:25,54,2,17,36,47.20%,5,7,71.40%,5,13,38.50%,4,10,0,6,0.3,3,1,0,0,10,11,0,0,4,6,1,11,4,1,2012,건국대학교,대학농구리그
733,박민혁,3,0:10:32,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,2,0,2012,건국대학교,MBC배 대학리그
734,박민혁,16,1:47:12,28,1,10,22,45.50%,1,14,7.10%,5,9,55.60%,5,9,0,1,0.1,3,4,0,0,6,5,0,0,0,1,1,8,0,0,2013,건국대학교,대학농구리그
735,박민혁,3,0:28:40,6,2,3,4,75.00%,0,1,0.00%,0,2,0.00%,2,1,1,2,0.7,1,0,0,0,1,3,0,0,3,0,0,3,0,0,2013,건국대학교,MBC배 대학리그
736,박민혁,16,6:35:25,134,8,37,78,47.40%,12,48,25.00%,24,38,63.20%,18,17,2,4,0.3,19,2,0,0,19,20,0,0,13,14,4,15,11,1,2014,건국대학교,대학농구리그
737,박민혁,5,0:54:06,14,2,5,10,50.00%,1,11,9.10%,1,3,33.30%,3,3,1,5,1,3,0,0,0,4,2,0,0,1,2,0,6,4,1,2014,건국대학교,MBC배 대학리그
738,박범재,2,0:45:18,37,18,2,6,33.30%,7,12,58.30%,12,14,85.70%,1,4,2,0,0,1,0,0,0,0,1,0,0,3,0,0,3,0,0,2002,동국대학교,MBC배 대학리그
739,박범재,1,0:13:30,11,11,4,6,66.70%,1,2,50.00%,0,0,0.00%,2,1,3,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,2003,동국대학교,MBC배 대학리그
740,박범재,1,0:39:08,26,26,6,11,54.50%,4,6,66.70%,2,2,100.00%,3,3,6,1,1,0,0,0,0,1,1,0,0,2,0,0,3,0,0,2004,동국대학교,MBC배 대학리그
741,박범재,4,2:00:13,72,18,16,36,44.40%,10,28,35.70%,10,12,83.30%,10,4,3,1,0.3,2,0,0,0,1,7,0,0,0,0,0,11,0,0,2005,동국대학교,MBC배 대학리그
742,박병규,2,0:05:42,0,0,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2006,경희대학교,MBC배 대학리그
743,박병규,2,0:07:35,2,1,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2007,경희대학교,MBC배 대학리그
744,박병규,5,0:37:43,4,0,2,8,25.00%,0,0,0.00%,0,0,0.00%,2,4,1,1,0.2,0,0,0,0,3,4,0,0,2,0,0,1,0,0,2008,경희대학교,MBC배 대학리그
745,박병규,5,1:26:13,25,5,5,20,25.00%,4,12,33.30%,3,6,50.00%,3,6,1,3,0.6,5,0,0,0,10,6,0,0,1,0,0,2,0,0,2009,경희대학교,MBC배 대학리그
746,박병우,3,0:28:36,8,2,2,2,100.00%,1,5,20.00%,1,2,50.00%,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,6,0,0,2008,중앙대학교,MBC배 대학리그
747,박병우,6,1:34:57,43,7,7,10,70.00%,6,17,35.30%,11,13,84.60%,3,7,1,7,1.2,5,0,0,0,5,6,0,0,7,0,0,6,0,0,2009,중앙대학교,MBC배 대학리그
748,박병우,5,0:48:26,17,3,2,5,40.00%,1,5,20.00%,10,13,76.90%,5,2,1,4,0.8,1,0,0,0,1,3,0,0,1,0,0,6,0,0,2010,중앙대학교,MBC배 대학리그
749,박병우,20,7:21:28,209,10,54,84,64.30%,27,77,35.10%,20,34,58.80%,15,31,2,50,2.5,39,1,0,0,17,37,0,0,13,22,7,25,20,1,2011,중앙대학교,대학농구리그
750,박봉진,14,1:44:15,15,1,6,25,24.00%,0,0,0.00%,3,8,37.50%,12,14,1,1,0.1,0,3,0,0,4,11,0,0,6,0,0,5,0,0,2013,상명대학교,대학농구리그
751,박봉진,4,0:06:32,2,0,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2013,상명대학교,MBC배 대학리그
752,박봉진,15,7:08:40,56,3,24,68,35.30%,0,1,0.00%,8,22,36.40%,68,76,9,15,1,12,5,0,0,25,26,0,0,26,1,0,20,0,0,2014,상명대학교,대학농구리그
753,박봉진,3,1:03:58,10,3,5,10,50.00%,0,0,0.00%,0,2,0.00%,4,5,3,0,0,1,2,0,0,5,5,0,0,2,0,0,1,0,0,2014,상명대학교,MBC배 대학리그
754,박봉진,16,8:07:02,69,4,28,79,35.40%,0,0,0.00%,13,28,46.40%,82,86,10,12,0.8,15,1,0,0,22,32,0,0,14,1,2,23,0,0,2015,상명대학교,대학농구리그
