,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교,대회명
529,남진식,3.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,건국대학교,MBC배 대학리그
530,남진식,16.0,0:22:25,6.0,0.0,1.0,6.0,16.70%,1.0,1.0,100.00%,1.0,2.0,50.00%,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2018.0,건국대학교,대학농구리그
531,남진식,3.0,0:08:44,6.0,2.0,0.0,1.0,0.00%,2.0,2.0,100.00%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,건국대학교,MBC배 대학리그
532,남진식,14.0,3:22:27,47.0,3.0,6.0,10.0,60.00%,11.0,31.0,35.50%,2.0,3.0,66.70%,9.0,12.0,1.0,6.0,0.4,4.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2019.0,건국대학교,대학농구리그
533,남진식,3.0,0:36:02,3.0,1.0,0.0,2.0,0.00%,1.0,2.0,50.00%,0.0,0.0,0.00%,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,건국대학교,MBC배 대학리그
534,남진식,3.0,0:07:15,3.0,1.0,0.0,0.0,0.00%,1.0,3.0,33.30%,0.0,0.0,0.00%,0.0,1.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020.0,건국대학교,대학농구리그
535,남진식,3.0,0:20:46,4.0,1.0,2.0,2.0,100.00%,0.0,5.0,0.00%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0,건국대학교,대학농구리그
536,남태경,3.0,0:09:07,0.0,0.0,0.0,4.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,명지대학교,MBC배 대학리그
537,남태경,2.0,0:14:54,4.0,2.0,2.0,5.0,40.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2010.0,명지대학교,MBC배 대학리그
538,남태경,21.0,5:17:24,138.0,6.0,31.0,66.0,47.00%,21.0,52.0,40.40%,13.0,18.0,72.20%,12.0,27.0,1.0,12.0,0.6,7.0,6.0,0.0,0.0,30.0,21.0,0.0,0.0,5.0,8.0,1.0,11.0,0.0,0.0,2011.0,명지대학교,대학농구리그
539,남태경,3.0,1:01:09,17.0,5.0,7.0,15.0,46.70%,1.0,8.0,12.50%,0.0,2.0,0.00%,10.0,4.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2011.0,명지대학교,MBC배 대학리그
540,남태경,22.0,11:36:36,315.0,14.0,107.0,203.0,52.70%,24.0,84.0,28.60%,29.0,43.0,67.40%,27.0,80.0,4.0,24.0,1.1,17.0,8.0,0.0,0.0,40.0,29.0,0.0,0.0,17.0,12.0,6.0,38.0,0.0,0.0,2012.0,명지대학교,대학농구리그
541,남태경,3.0,1:48:42,58.0,19.0,17.0,32.0,53.10%,2.0,4.0,50.00%,18.0,22.0,81.80%,7.0,11.0,6.0,4.0,1.3,1.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,2012.0,명지대학교,MBC배 대학리그
542,남태웅,5.0,0:16:55,5.0,1.0,2.0,3.0,66.70%,0.0,4.0,0.00%,1.0,1.0,100.00%,0.0,2.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006.0,단국대학교,MBC배 대학리그
543,남태웅,4.0,1:21:40,15.0,3.0,3.0,7.0,42.90%,2.0,20.0,10.00%,3.0,5.0,60.00%,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,2007.0,단국대학교,MBC배 대학리그
544,남태웅,5.0,1:04:22,29.0,5.0,1.0,6.0,16.70%,8.0,18.0,44.40%,3.0,4.0,75.00%,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2008.0,단국대학교,MBC배 대학리그
545,남현태,2.0,0:13:43,2.0,1.0,1.0,1.0,100.00%,0.0,3.0,0.00%,0.0,0.0,0.00%,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.0,단국대학교,MBC배 대학리그
546,남현태,2.0,1:20:00,15.0,7.0,1.0,4.0,25.00%,4.0,23.0,17.40%,1.0,2.0,50.00%,1.0,5.0,3.0,1.0,0.5,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,단국대학교,MBC배 대학리그
547,남현태,2.0,1:10:51,16.0,8.0,3.0,16.0,18.80%,3.0,13.0,23.10%,1.0,2.0,50.00%,0.0,4.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2001.0,단국대학교,MBC배 대학리그
548,노형래,1.0,0:03:49,3.0,3.0,0.0,0.0,0.00%,1.0,1.0,100.00%,0.0,0.0,0.00%,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,조선대학교,MBC배 대학리그
549,노형래,22.0,1:53:48,26.0,1.0,4.0,11.0,36.40%,4.0,12.0,33.30%,6.0,9.0,66.70%,2.0,9.0,0.0,10.0,0.5,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,8.0,4.0,1.0,2011.0,조선대학교,대학농구리그
550,노형래,3.0,0:08:42,2.0,0.0,1.0,1.0,100.00%,0.0,2.0,0.00%,0.0,0.0,0.00%,1.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2011.0,조선대학교,MBC배 대학리그
551,노형래,22.0,1:51:43,39.0,1.0,7.0,14.0,50.00%,8.0,22.0,36.40%,1.0,3.0,33.30%,5.0,8.0,0.0,10.0,0.5,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,2.0,0.0,6.0,9.0,1.0,2012.0,조선대학교,대학농구리그
552,노형래,3.0,0:10:00,0.0,0.0,0.0,1.0,0.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2012.0,조선대학교,MBC배 대학리그
553,노형래,16.0,0:53:35,16.0,1.0,3.0,6.0,50.00%,2.0,8.0,25.00%,4.0,6.0,66.70%,3.0,5.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,6.0,1.0,2013.0,조선대학교,대학농구리그
554,노형래,3.0,0:28:13,4.0,1.0,2.0,7.0,28.60%,0.0,1.0,0.00%,0.0,0.0,0.00%,1.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,2013.0,조선대학교,MBC배 대학리그
555,대경호,16.0,3:21:26,52.0,3.0,17.0,42.0,40.50%,5.0,37.0,13.50%,3.0,6.0,50.00%,9.0,26.0,2.0,5.0,0.3,9.0,5.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,3.0,1.0,11.0,4.0,0.0,2017.0,조선대학교,대학농구리그
556,대경호,3.0,0:37:20,13.0,4.0,4.0,5.0,80.00%,1.0,9.0,11.10%,2.0,4.0,50.00%,4.0,2.0,2.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2017.0,조선대학교,MBC배 대학리그
557,대경호,16.0,3:11:10,65.0,4.0,11.0,25.0,44.00%,12.0,44.0,27.30%,7.0,15.0,46.70%,4.0,17.0,1.0,7.0,0.4,5.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,2.0,2.0,3.0,11.0,7.0,3.0,2018.0,조선대학교,대학농구리그
558,대경호,3.0,1:01:24,16.0,5.0,5.0,8.0,62.50%,2.0,16.0,12.50%,0.0,0.0,0.00%,2.0,5.0,2.0,1.0,0.3,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2018.0,조선대학교,MBC배 대학리그
559,대경호,16.0,0:53:24,10.0,0.0,4.0,10.0,40.00%,0.0,0.0,0.00%,2.0,5.0,40.00%,2.0,5.0,0.0,2.0,0.1,3.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2019.0,조선대학교,대학농구리그
560,대경호,3.0,0:04:24,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019.0,조선대학교,MBC배 대학리그
561,대경호,3.0,1:35:41,23.0,7.0,8.0,13.0,61.50%,2.0,6.0,33.30%,1.0,2.0,50.00%,2.0,5.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2020.0,조선대학교,대학농구리그
562,대경호,3.0,1:40:12,12.0,4.0,2.0,10.0,20.00%,1.0,9.0,11.10%,5.0,8.0,62.50%,4.0,8.0,4.0,2.0,0.7,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2020.0,조선대학교,대학농구리그
563,류태형,3.0,0:14:44,4.0,1.0,2.0,6.0,33.30%,0.0,0.0,0.00%,0.0,0.0,0.00%,2.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2017.0,건국대학교,대학농구리그
564,류태형,2.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,건국대학교,MBC배 대학리그
565,류태형,1.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,건국대학교,대학농구리그
566,류태형,3.0,0:03:34,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,2.0,0.00%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2018.0,건국대학교,MBC배 대학리그
567,명재민,3.0,0:29:39,15.0,5.0,3.0,4.0,75.00%,2.0,4.0,50.00%,3.0,4.0,75.00%,0.0,2.0,0.0,4.0,1.3,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2021.0,명지대학교,대학농구리그
568,명재민,3.0,0:35:37,12.0,4.0,4.0,8.0,50.00%,1.0,5.0,20.00%,1.0,2.0,50.00%,1.0,7.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2021.0,명지대학교,대학농구리그
569,모용훈,11.0,0:18:32,4.0,0.0,1.0,2.0,50.00%,0.0,1.0,0.00%,2.0,2.0,100.00%,1.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2011.0,연세대학교,대학농구리그
570,모용훈,5.0,0:17:04,9.0,1.0,2.0,3.0,66.70%,1.0,8.0,12.50%,2.0,2.0,100.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2011.0,연세대학교,MBC배 대학리그
571,모용훈,21.0,3:53:56,71.0,3.0,17.0,34.0,50.00%,12.0,39.0,30.80%,1.0,1.0,100.00%,7.0,15.0,1.0,5.0,0.2,8.0,3.0,0.0,0.0,8.0,14.0,0.0,0.0,1.0,5.0,6.0,4.0,1.0,0.0,2012.0,연세대학교,대학농구리그
572,모용훈,3.0,1:44:03,64.0,21.0,10.0,21.0,47.60%,13.0,29.0,44.80%,5.0,6.0,83.30%,8.0,11.0,6.0,2.0,0.7,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,2.0,6.0,3.0,0.0,2012.0,연세대학교,MBC배 대학리그
573,문가온,4.0,0:07:02,3.0,0.0,0.0,1.0,0.00%,1.0,5.0,20.00%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2019.0,중앙대학교,대학농구리그
574,문가온,2.0,0:10:44,3.0,1.0,0.0,1.0,0.00%,1.0,3.0,33.30%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019.0,중앙대학교,MBC배 대학리그
575,문가온,3.0,1:20:00,25.0,8.0,6.0,16.0,37.50%,3.0,13.0,23.10%,4.0,4.0,100.00%,5.0,15.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,2020.0,중앙대학교,대학농구리그
576,문가온,3.0,1:00:27,23.0,7.0,8.0,14.0,57.10%,1.0,9.0,11.10%,4.0,5.0,80.00%,7.0,7.0,4.0,6.0,2.0,3.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2020.0,중앙대학교,대학농구리그
577,문가온,2.0,0:54:43,25.0,12.0,3.0,10.0,30.00%,5.0,12.0,41.70%,4.0,5.0,80.00%,1.0,7.0,4.0,5.0,2.5,5.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,2021.0,중앙대학교,대학농구리그
578,문가온,3.0,1:56:10,42.0,14.0,15.0,22.0,68.20%,3.0,12.0,25.00%,3.0,6.0,50.00%,9.0,17.0,8.0,7.0,2.3,6.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2021.0,중앙대학교,대학농구리그
579,문도훈,5.0,0:11:30,0.0,0.0,0.0,3.0,0.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2016.0,고려대학교,대학농구리그
580,문세훈,5.0,0:44:18,6.0,1.0,2.0,6.0,33.30%,0.0,0.0,0.00%,2.0,2.0,100.00%,5.0,4.0,1.0,2.0,0.4,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2006.0,단국대학교,MBC배 대학리그
581,문세훈,2.0,0:15:40,0.0,0.0,0.0,2.0,0.00%,0.0,2.0,0.00%,0.0,0.0,0.00%,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2007.0,단국대학교,MBC배 대학리그
582,문세훈,5.0,1:03:32,20.0,4.0,4.0,8.0,50.00%,2.0,5.0,40.00%,6.0,8.0,75.00%,0.0,5.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,2008.0,단국대학교,MBC배 대학리그
583,문세훈,5.0,2:24:20,65.0,13.0,12.0,20.0,60.00%,9.0,28.0,32.10%,14.0,21.0,66.70%,4.0,12.0,3.0,9.0,1.8,6.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2009.0,단국대학교,MBC배 대학리그
584,문시윤,5.0,0:02:43,2.0,0.0,1.0,1.0,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,명지대학교,대학농구리그
585,문시윤,7.0,0:46:44,28.0,4.0,8.0,15.0,53.30%,3.0,16.0,18.80%,3.0,8.0,37.50%,7.0,11.0,2.0,2.0,0.3,2.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2019.0,명지대학교,대학농구리그
586,문시윤,3.0,1:09:04,38.0,12.0,17.0,26.0,65.40%,1.0,3.0,33.30%,1.0,1.0,100.00%,4.0,14.0,6.0,2.0,0.7,3.0,3.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,2020.0,명지대학교,대학농구리그
587,문시윤,3.0,1:30:51,97.0,32.0,37.0,56.0,66.10%,5.0,9.0,55.60%,8.0,13.0,61.50%,20.0,12.0,10.0,1.0,0.3,1.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,6.0,0.0,21.0,3.0,1.0,2020.0,명지대학교,대학농구리그
588,문시윤,3.0,1:30:49,80.0,26.0,32.0,44.0,72.70%,4.0,9.0,44.40%,4.0,7.0,57.10%,14.0,27.0,13.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,9.0,2.0,0.0,2021.0,명지대학교,대학농구리그
589,문시윤,3.0,1:09:10,50.0,16.0,23.0,38.0,60.50%,1.0,3.0,33.30%,1.0,2.0,50.00%,19.0,14.0,11.0,3.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2021.0,명지대학교,대학농구리그
590,문영진,1.0,0:01:41,0.0,0.0,0.0,1.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,경희대학교,MBC배 대학리그
591,문영진,2.0,0:01:49,0.0,0.0,0.0,0.0,0.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,경희대학교,MBC배 대학리그
592,문영진,5.0,0:39:33,9.0,1.0,3.0,7.0,42.90%,0.0,0.0,0.00%,3.0,4.0,75.00%,4.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2014.0,연세대학교,대학농구리그
593,문영진,1.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,연세대학교,대학농구리그
594,문정현,3.0,1:42:49,39.0,13.0,16.0,31.0,51.60%,0.0,6.0,0.00%,7.0,10.0,70.00%,16.0,12.0,9.0,13.0,4.3,4.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,2020.0,고려대학교,대학농구리그
595,문정현,3.0,1:22:34,37.0,12.0,14.0,21.0,66.70%,0.0,2.0,0.00%,9.0,11.0,81.80%,10.0,11.0,7.0,8.0,2.7,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,5.0,0.0,2020.0,고려대학교,대학농구리그
596,문지수,3.0,0:14:15,10.0,3.0,2.0,2.0,100.00%,2.0,3.0,66.70%,0.0,0.0,0.00%,2.0,1.0,1.0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,명지대학교,MBC배 대학리그
597,민경백,1.0,0:05:01,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2009.0,동국대학교,MBC배 대학리그
598,민경준,3.0,0:35:05,5.0,1.0,1.0,3.0,33.30%,1.0,2.0,50.00%,0.0,2.0,0.00%,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2010.0,상명대학교,MBC배 대학리그
599,민경준,22.0,5:43:25,87.0,3.0,28.0,59.0,47.50%,5.0,24.0,20.80%,16.0,23.0,69.60%,15.0,28.0,1.0,46.0,2.1,25.0,1.0,0.0,0.0,19.0,26.0,0.0,0.0,15.0,7.0,2.0,22.0,0.0,0.0,2011.0,상명대학교,대학농구리그
600,민경준,3.0,1:03:48,15.0,5.0,6.0,7.0,85.70%,0.0,4.0,0.00%,3.0,3.0,100.00%,1.0,3.0,1.0,8.0,2.7,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,2011.0,상명대학교,MBC배 대학리그
601,민경준,22.0,11:29:02,178.0,8.0,44.0,101.0,43.60%,18.0,69.0,26.10%,36.0,56.0,64.30%,20.0,59.0,3.0,67.0,3.0,42.0,2.0,0.0,0.0,19.0,38.0,0.0,0.0,19.0,19.0,8.0,43.0,0.0,0.0,2012.0,상명대학교,대학농구리그
602,민경준,3.0,1:31:17,21.0,7.0,8.0,11.0,72.70%,1.0,12.0,8.30%,2.0,2.0,100.00%,0.0,10.0,3.0,14.0,4.7,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,4.0,1.0,7.0,0.0,0.0,2012.0,상명대학교,MBC배 대학리그
603,민기남,3.0,0:41:34,6.0,2.0,2.0,6.0,33.30%,0.0,2.0,0.00%,2.0,2.0,100.00%,1.0,3.0,1.0,4.0,1.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2020.0,성균관대학교,대학농구리그
604,민기남,3.0,0:06:30,0.0,0.0,0.0,1.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,성균관대학교,대학농구리그
605,민기남,3.0,0:21:24,8.0,2.0,1.0,2.0,50.00%,2.0,3.0,66.70%,0.0,0.0,0.00%,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2021.0,성균관대학교,대학농구리그
606,민태홍,4.0,2:16:43,40.0,10.0,17.0,32.0,53.10%,0.0,0.0,0.00%,6.0,11.0,54.50%,8.0,14.0,5.0,5.0,1.3,3.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,2011.0,명지대학교,대학농구리그
607,박  훈,16.0,0:09:03,2.0,0.0,1.0,1.0,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,단국대학교,대학농구리그
608,박  훈,3.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,단국대학교,MBC배 대학리그
609,박  훈,1.0,0:00:00,0.0,0.0,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,단국대학교,MBC배 대학리그
610,박경석,1.0,0:14:30,0.0,0.0,0.0,1.0,0.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2009.0,단국대학교,MBC배 대학리그
611,박기래,2.0,0:03:57,2.0,1.0,1.0,2.0,50.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2002.0,건국대학교,MBC배 대학리그
612,박기문,5.0,0:28:22,14.0,2.0,1.0,2.0,50.00%,4.0,9.0,44.40%,0.0,0.0,0.00%,0.0,2.0,0.0,1.0,0.2,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2005.0,명지대학교,MBC배 대학리그
613,박기문,5.0,1:48:27,61.0,12.0,2.0,6.0,33.30%,16.0,38.0,42.10%,9.0,12.0,75.00%,2.0,16.0,3.0,1.0,0.2,3.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2006.0,명지대학교,MBC배 대학리그
614,박기문,1.0,0:09:32,1.0,1.0,0.0,1.0,0.00%,0.0,2.0,0.00%,1.0,2.0,50.00%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2007.0,명지대학교,MBC배 대학리그
