,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교
0,LISICHENG,-0.56873155,-0.12839843,-0.10862604,0.51376534,0.19081707,0.16996011,0.47276422,-0.43505692,-0.4727603,-0.69230264,-0.35034192,-0.21372692,-0.048210837,0.41991156,0.7076258,2.5435512,-0.34964395,-0.3020919,-0.14221913,-0.368265,-0.07178532,-0.09591649,0.23093113,0.35919234,-0.124685906,-0.47883502,-0.43599334,-0.39023393,0.5854798,-0.35651937,-0.2684201,2021.0,경희대학교
1,LISICHENG,1.3663982,0.8193716,0.83683604,0.09129308,1.4217161,1.3365325,0.54771537,-0.43505692,-0.4727603,-0.69230264,0.9250446,1.4286184,0.40645957,1.3909533,1.9277987,0.67674696,0.24964863,-0.2158927,0.06589094,1.1192834,14.241585,12.122778,3.0215771,0.8404709,-0.124685906,-0.14439434,-0.13414168,-0.39023393,1.3958452,1.4614916,-0.2684201,2019.0,경희대학교
2,LISICHENG,-0.92057335,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2020.0,경희대학교
3,LISICHENG,-0.39281067,-0.26613614,-0.058864873,0.30252922,0.10875714,0.1282968,0.37396505,-0.43505692,-0.4727603,-0.69230264,0.28735134,0.44321123,0.5589239,0.28119132,0.056866914,0.67674696,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.11789962,0.03833996,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.08982463,-0.053517554,-0.2684201,2019.0,경희대학교
4,LISICHENG,-0.56873155,-0.21680818,-0.1583872,0.30252922,0.026697205,0.08663352,0.2615384,-0.43505692,-0.4727603,-0.69230264,-0.031495303,0.005252462,0.67871726,0.14247108,0.21955663,1.610149,-0.22978544,0.042704865,-0.55843925,0.12758447,7.0849,12.122778,0.57976186,0.03833996,-0.124685906,-0.47883502,-0.43599334,-0.39023393,0.31535804,-0.35651937,-0.2684201,2020.0,경희대학교
5,LISICHENG,-0.56873155,-0.14508504,-0.033984292,0.7250015,0.272877,0.08663352,0.8986228,-0.43505692,-0.4727603,-0.69230264,-0.19091861,-0.10423723,0.40645957,0.0037508307,1.1143501,3.010252,-0.109926924,0.30130246,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.46673036,0.6800447,-0.124685906,-0.47883502,-0.43599334,-0.39023393,0.18029715,0.24948426,-0.2684201,2021.0,경희대학교
6,강동균,-0.74465245,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2018.0,명지대학교
7,강동훈,1.0145564,-0.56605595,-0.45695418,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.24365525,-0.35945,1.5253513,-0.19091861,-0.32321662,1.7677482,-0.5511302,-0.51254714,-0.72335607,-0.34964395,-0.47449026,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.28251243,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.35651937,-0.2684201,2012.0,단국대학교
8,강명수,-0.74465245,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2017.0,명지대학교
9,강명수,1.0145564,-0.44017452,-0.53159595,-0.7536515,-0.4656624,-0.41332608,-0.3789529,-0.43505692,-0.1328295,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.4124099,-0.51254714,-0.72335607,-0.22978544,-0.3882911,-0.14221913,-0.368265,-0.07178532,-0.09591649,0.05651576,-0.44293863,-0.124685906,-0.47883502,-0.43599334,0.17970644,-0.4950073,-0.35651937,-0.2684201,2018.0,명지대학교
10,강명수,-0.39281067,-0.5563953,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.18948463,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.51254714,-0.72335607,-0.34964395,-0.3020919,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,0.17970644,-0.6300682,-0.35651937,-0.2684201,2019.0,명지대학교
11,강보민,-0.56873155,-0.5969408,-0.50671536,-0.5424153,-0.54772234,-0.5799793,-1.23067,-0.24365525,-0.18948463,0.19475892,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2017.0,한양대학교
12,강보민,1.542319,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2017.0,한양대학교
13,강부필,0.66271466,-0.6260692,-0.53159595,-0.7536515,-0.4656624,-0.53831595,2.1761982,-0.43505692,-0.41610515,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2017.0,상명대학교
14,강성식,-0.92057335,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2011.0,상명대학교
15,강성호,-0.74465245,-0.6147984,-0.53159595,-0.5424153,-0.4656624,-0.53831595,2.1761982,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.51254714,-0.72335607,-0.34964395,-0.12969351,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.35651937,-0.2684201,2003.0,단국대학교
16,강승호,-0.56873155,-0.56854427,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.43120223,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.28251243,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.3599464,0.24948426,-0.2684201,2020.0,동국대학교
17,강승호,-0.56873155,-0.5528823,-0.45695418,-0.5424153,-0.4656624,-0.49665266,0.47276422,-0.24365525,-0.41610515,3.7430053,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.51254714,-0.72335607,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.13414168,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2021.0,동국대학교
18,강승호,-0.56873155,-0.62065333,-0.53159595,-0.7536515,-0.4656624,-0.53831595,2.1761982,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.4124099,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,0.12758447,-0.07178532,-0.09591649,-0.46673036,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2021.0,동국대학교
19,강승호,-0.56873155,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2020.0,동국대학교
20,강양현,-0.74465245,0.09526065,0.93635833,5.5834327,-0.055362727,-0.08001968,0.47276422,2.4359682,1.2268935,1.5253513,0.12792802,-0.10423723,1.7677482,-0.27368966,-0.593892,-0.25665504,-0.109926924,0.73229843,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.122086234,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.35651937,-0.2684201,2003.0,조선대학교
21,강재민,-0.92057335,-0.57147175,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,0.05651576,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.35651937,-0.2684201,2021.0,연세대학교
22,강재민,-0.56873155,-0.42334154,-0.30767068,-0.11994307,-0.13742265,-0.16334628,0.47276422,-0.43505692,-0.24613976,-0.69230264,-0.35034192,-0.32321662,0.40645957,-0.13496941,-0.43120223,-0.25665504,-0.34964395,-0.3020919,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.122086234,-0.124685906,-0.47883502,-0.13414168,0.17970644,-0.6300682,-0.35651937,-0.2684201,2021.0,연세대학교
23,강현수,-0.74465245,-0.61611575,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.4124099,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,0.17970644,-0.4950073,-0.35651937,-0.2684201,2021.0,중앙대학교
24,강현수,-0.56873155,-0.63119227,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.44293863,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2021.0,중앙대학교
25,강효종,-0.92057335,-0.62226343,-0.5813571,-0.7536515,-0.54772234,-0.49665266,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.43120223,0.21004596,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2009.0,건국대학교
26,강효종,-0.39281067,-0.09195137,-0.38231245,-0.3311792,-0.54772234,-0.45498937,-1.23067,-0.05225357,-0.1328295,0.7846549,-0.19091861,0.11474215,-0.048210837,0.28119132,-0.18716767,0.21004596,-0.34964395,-0.3020919,-0.55843925,0.623434,-0.07178532,-0.09591649,0.4053465,0.03833996,-0.124685906,1.5278089,-0.43599334,-0.39023393,-0.3599464,0.55248606,-0.2684201,2011.0,건국대학교
27,강효종,2.5978444,2.344879,1.3344476,-0.11994307,0.84729654,1.1698793,0.14911173,1.6703615,1.4535141,0.7447371,1.0844679,1.1001494,0.86112994,2.0845544,0.8703155,-0.25665504,1.0886582,-0.0434943,1.3145514,0.623434,-0.07178532,-0.09591649,4.0680695,3.4072902,-0.124685906,2.531131,1.97882,1.3195871,1.1257234,6.915524,2.2592483,2011.0,건국대학교
28,고기창,-0.92057335,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2019.0,상명대학교
29,고기창,1.7182399,-0.26935637,-0.40719303,-0.7536515,-0.38360244,-0.45498937,1.0417112,-0.24365525,-0.1328295,0.04839376,-0.50976527,-0.542196,-0.95482904,-0.27368966,-0.43120223,-0.72335607,-0.109926924,-0.3882911,0.06589094,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.44293863,-0.124685906,-0.47883502,-0.13414168,-0.39023393,-0.6300682,0.24948426,-0.2684201,2018.0,상명대학교
30,고기창,-0.39281067,-0.56825155,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.35945,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.34964395,-0.3020919,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.44293863,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.053517554,-0.2684201,2018.0,상명대학교
31,고기호,-0.92057335,-0.62006783,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2001.0,한양대학교
32,고동현,-0.21688978,-0.4207068,-0.48183477,-0.7536515,-0.38360244,-0.37166277,0.1320774,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.27368966,-0.43120223,-0.72335607,-0.34964395,-0.3882911,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.14439434,-0.43599334,-0.39023393,-0.3599464,-0.35651937,-0.2684201,2013.0,한양대학교
33,고동현,0.134952,-0.42861098,-0.53159595,-0.7536515,-0.4656624,-0.53831595,2.1761982,-0.43505692,-0.35945,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.4124099,-0.51254714,-0.72335607,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.11789962,0.03833996,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2016.0,한양대학교
34,고동현,1.7182399,-0.22354138,-0.18326779,-0.5424153,-0.055362727,0.0033069162,0.23087658,-0.24365525,-0.41610515,3.7430053,-0.35034192,-0.32321662,0.40645957,0.41991156,-0.10582281,-0.72335607,0.00993159,-0.3020919,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.44293863,-0.124685906,0.524487,0.16770999,0.17970644,-0.4950073,2.370497,-0.2684201,2013.0,한양대학교
35,고동현,-0.56873155,0.057496224,0.18994094,1.3587099,0.026697205,0.044970214,0.3603376,0.33054978,0.20710129,0.7846549,0.28735134,0.33372155,0.7467817,-0.27368966,0.056866914,0.67674696,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.11789962,-0.6033648,-0.124685906,-0.14439434,-0.43599334,-0.39023393,0.31535804,-0.35651937,-0.2684201,2015.0,한양대학교
36,고동현,-0.56873155,-0.40314198,-0.53159595,-0.7536515,-0.4656624,-0.41332608,-0.3789529,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.27368966,-0.51254714,-0.25665504,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.28251243,-0.124685906,-0.47883502,-0.43599334,0.17970644,-0.6300682,-0.35651937,-0.2684201,2016.0,한양대학교
37,고동현,1.7182399,2.0462763,1.4588506,0.30252922,1.0934763,0.8365729,0.77256864,2.053165,1.9067552,0.6826428,-0.031495303,0.005252462,0.67871726,0.5586318,1.1956949,-0.25665504,0.7290827,-0.0434943,1.7307715,0.12758447,-0.07178532,6.0134306,0.9285927,1.6426018,-0.124685906,3.5344532,0.46956164,-0.39023393,1.2607843,-0.35651937,-0.2684201,2014.0,한양대학교
38,고동현,-0.39281067,-0.020520985,-0.23302895,-0.11994307,-0.30154252,-0.20500958,-0.09618279,-0.05225357,0.15044616,0.11492338,-0.19091861,-0.32321662,1.7677482,0.14247108,-0.024477948,0.67674696,-0.34964395,-0.3020919,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.28251243,-0.124685906,0.524487,0.16770999,-0.39023393,-0.3599464,-0.35651937,-0.2684201,2014.0,한양대학교
39,고동현,1.0145564,1.0952861,0.662672,0.09129308,-0.055362727,0.37827662,-0.34147733,1.6703615,1.9634103,0.4431362,0.28735134,0.44321123,0.5589239,0.69735205,0.54493606,-0.25665504,0.36950713,-0.0434943,-0.55843925,0.12758447,-0.07178532,-0.09591649,0.4053465,0.35919234,-0.124685906,0.524487,-0.43599334,-0.39023393,0.45041892,-0.35651937,-0.2684201,2015.0,한양대학교
40,고성빈,-0.56873155,-0.34649533,-0.48183477,-0.5424153,-0.54772234,-0.5799793,-1.23067,-0.24365525,-0.18948463,0.19475892,-0.35034192,-0.32321662,0.40645957,-0.4124099,-0.593892,-0.72335607,-0.34964395,-0.3020919,0.06589094,-0.368265,-0.07178532,-0.09591649,0.05651576,0.35919234,-0.124685906,-0.14439434,-0.43599334,-0.39023393,-0.22488552,0.55248606,-0.2684201,2017.0,건국대학교
41,고성빈,-0.56873155,-0.47237673,-0.45695418,-0.5424153,-0.4656624,-0.49665266,0.47276422,-0.43505692,-0.41610515,-0.69230264,-0.031495303,-0.10423723,1.0871038,-0.4124099,-0.43120223,-0.25665504,-0.22978544,0.042704865,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.28251243,-0.124685906,-0.14439434,-0.13414168,-0.39023393,-0.4950073,0.24948426,2.2592483,2019.0,건국대학교
42,고성빈,1.7182399,-0.30726716,-0.48183477,-0.7536515,-0.38360244,-0.32999948,-0.09618279,-0.43505692,-0.35945,-0.69230264,-0.50976527,-0.32321662,-0.95482904,-0.4124099,-0.10582281,-0.72335607,-0.46950248,-0.56068945,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.28251243,-0.124685906,-0.47883502,0.16770999,-0.39023393,0.18029715,0.55248606,-0.2684201,2017.0,건국대학교
43,고성빈,1.7182399,0.80297774,0.115299195,-0.5424153,0.19081707,0.16996011,0.47276422,-0.05225357,0.20710129,0.04839376,0.12792802,0.33372155,0.40645957,0.0037508307,0.6262809,-0.25665504,2.4071019,0.73229843,1.9388816,-0.368265,-0.07178532,-0.09591649,1.4518389,1.8030281,-0.124685906,-0.14439434,0.46956164,-0.39023393,0.8556016,2.9765005,2.2592483,2018.0,건국대학교
44,고성빈,-0.21688978,-0.27038097,-0.35743186,-0.5424153,-0.4656624,-0.49665266,0.47276422,-0.05225357,-0.3027949,2.2660477,-0.35034192,-0.10423723,-0.27418473,-0.4124099,-0.26851252,-0.25665504,-0.22978544,-0.2158927,0.06589094,-0.368265,-0.07178532,-0.09591649,0.05651576,0.35919234,-0.124685906,-0.47883502,-0.13414168,-0.39023393,0.045236256,0.55248606,0.99541414,2019.0,건국대학교
45,고성빈,-0.56873155,-0.23949611,-0.40719303,-0.3311792,-0.38360244,-0.41332608,0.47276422,-0.43505692,-0.35945,-0.69230264,-0.031495303,0.11474215,0.40645957,-0.4124099,0.056866914,0.67674696,0.24964863,1.1632944,-0.14221913,-0.368265,-0.07178532,-0.09591649,-0.292315,0.5196185,-0.124685906,-0.47883502,0.16770999,-0.39023393,-0.22488552,-0.35651937,-0.2684201,2018.0,건국대학교
46,고성빈,-0.56873155,0.28481466,-0.10862604,0.51376534,-0.30154252,-0.12168298,-0.3005949,0.1391481,-0.019519236,0.97093785,0.12792802,-0.10423723,1.7677482,-0.13496941,0.13821177,1.143448,1.5680923,4.3526645,1.9388816,-0.368265,-0.07178532,-0.09591649,0.57976186,0.03833996,-0.124685906,0.524487,-0.13414168,-0.39023393,-0.08982463,0.8554879,-0.2684201,2020.0,건국대학교
47,고성빈,-0.56873155,0.2354867,-0.033984292,0.7250015,0.19081707,0.0033069162,0.9599464,-0.43505692,-0.1328295,-0.69230264,0.12792802,0.11474215,0.86112994,0.0037508307,-0.3498574,0.21004596,1.8078094,4.8698597,1.3145514,-0.368265,-0.07178532,-0.09591649,0.57976186,0.03833996,-0.124685906,-0.14439434,-0.13414168,0.17970644,-0.08982463,0.24948426,-0.2684201,2020.0,건국대학교
48,고성진,-0.21688978,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2016.0,단국대학교
49,고성진,0.48679376,-0.5817179,-0.5813571,-0.7536515,-0.54772234,-0.41332608,-1.23067,-0.43505692,-0.41610515,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.27368966,-0.43120223,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.292315,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2016.0,단국대학교
50,고승진,-0.56873155,-0.13205779,-0.10862604,0.51376534,0.10875714,-0.038356382,0.8645541,-0.43505692,-0.18948463,-0.69230264,-0.031495303,-0.10423723,1.0871038,0.14247108,-0.3498574,0.21004596,-0.34964395,-0.3020919,-0.55843925,0.12758447,-0.07178532,-0.09591649,0.23093113,-0.28251243,-0.124685906,-0.14439434,-0.43599334,-0.39023393,-0.22488552,-0.35651937,-0.2684201,2000.0,명지대학교
51,고승진,-0.92057335,-0.5843527,-0.5813571,-0.7536515,-0.54772234,-0.53831595,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.44293863,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2001.0,명지대학교
52,고승진,-0.74465245,-0.29131243,-0.45695418,-0.3311792,-0.4656624,-0.41332608,-0.3789529,-0.24365525,-0.41610515,3.7430053,-0.50976527,-0.32321662,-0.95482904,-0.13496941,-0.51254714,0.21004596,-0.22978544,0.30130246,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.11789962,0.03833996,-0.124685906,0.8589276,-0.43599334,-0.39023393,-0.22488552,-0.35651937,-0.2684201,2003.0,명지대학교
53,고정현,-0.56873155,-0.47574335,-0.48183477,-0.5424153,-0.54772234,-0.53831595,-1.23067,-0.24365525,-0.24613976,0.41652432,-0.35034192,-0.4327063,1.7677482,-0.5511302,-0.51254714,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.28251243,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.35651937,-0.2684201,2021.0,상명대학교
54,고준호,-0.92057335,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2018.0,중앙대학교
55,고준호,-0.56873155,-0.6512455,-0.5813571,-0.7536515,-0.54772234,-0.5799793,-1.23067,-0.43505692,-0.4727603,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.46950248,-0.56068945,-0.55843925,-0.368265,-0.07178532,-0.09591649,-0.64114577,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2018.0,중앙대학교
56,고찬혁,-0.56873155,-0.07233729,-0.009103711,0.7250015,-0.055362727,-0.16334628,0.81345105,-0.05225357,0.15044616,0.11492338,0.28735134,0.22423185,0.9890911,-0.27368966,-0.3498574,-0.25665504,0.24964863,1.1632944,0.06589094,-0.368265,-0.07178532,-0.09591649,0.4053465,-0.44293863,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.4950073,-0.053517554,-0.2684201,2020.0,경희대학교
57,고찬혁,-0.56873155,-0.4463222,-0.53159595,-0.7536515,-0.4656624,-0.49665266,0.47276422,-0.43505692,-0.18948463,-0.69230264,-0.50976527,-0.542196,-0.95482904,-0.5511302,-0.593892,-0.72335607,-0.34964395,-0.3020919,-0.3503292,-0.368265,-0.07178532,-0.09591649,-0.46673036,-0.6033648,-0.124685906,-0.14439434,-0.13414168,-0.39023393,-0.6300682,0.8554879,-0.2684201,2020.0,경희대학교
58,고찬혁,-0.56873155,-0.014958782,0.18994094,1.3587099,0.5190568,0.29495,0.8781816,-0.24365525,0.037135895,-0.19998349,-0.19091861,-0.10423723,0.40645957,0.28119132,-0.3498574,0.67674696,0.12979011,0.9046969,-0.3503292,0.12758447,-0.07178532,-0.09591649,-0.46673036,-0.44293863,-0.124685906,-0.14439434,1.073265,0.17970644,-0.22488552,-0.35651937,-0.2684201,2021.0,경희대학교
59,고찬혁,-0.56873155,-0.398458,-0.25790954,0.09129308,-0.4656624,-0.49665266,0.47276422,-0.05225357,-0.1328295,0.7846549,0.28735134,0.005252462,1.7677482,-0.27368966,-0.43120223,-0.25665504,-0.34964395,-0.3020919,-0.3503292,0.12758447,-0.07178532,-0.09591649,-0.292315,-0.6033648,-0.124685906,-0.47883502,-0.43599334,-0.39023393,-0.6300682,-0.35651937,-0.2684201,2021.0,경희대학교
