,Unnamed: 0,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
1981,1291,정규경기,2015-2016,179,성건주,고양오리온,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1982,4679,플레이오프,2016 KBL D리그,13,성건주,오리온,9.0,4.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0
1983,6751,D리그 1차,2016 KBL D리그,25,성건주,오리온,13.2,5.3,7.2,58.1,1.3,2.5,53.3,0.0,0.0,0.0,0.8,2.8,3.7,2.2,1.7,1.3,0.0,0.8
1984,7735,D리그 2차,2016 KBL D리그,16,성건주,오리온,13.8,4.8,5.3,57.1,2.5,3.3,76.9,0.0,0.0,0.0,0.8,3.0,3.8,0.8,2.3,0.3,0.5,2.3
1985,1020,정규경기,2016-2017,99,성건주,고양오리온,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
1986,6836,D리그 1차,2016 KBL D리그,110,성기빈,삼성,2.6,0.9,0.4,66.7,0.3,0.3,100.0,0.0,0.0,0.0,0.3,1.1,1.4,0.3,0.9,0.3,0.0,1.1
1987,7807,D리그 2차,2016 KBL D리그,88,성기빈,삼성,1.3,0.5,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3
1988,915,정규경기,2017-2018,179,성기빈,서울삼성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,7639,D리그 2차,2018 KBL D리그,70,성기빈,삼성,2.0,1.0,2.3,44.4,0.0,0.3,0.0,1.0,2.3,44.4,0.3,1.5,1.8,0.5,1.0,0.5,0.0,1.3
1990,726,정규경기,2018-2019,188,성기빈,서울삼성,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3
1991,1744,정규경기,2012-2013,94,성재준,고양오리온스,4.0,1.1,1.2,58.3,1.4,1.6,87.5,0.6,0.9,66.7,0.1,0.7,0.8,0.1,0.4,0.2,0.1,1.0
1992,1566,정규경기,2013-2014,87,성재준,고양오리온스,4.1,1.4,0.9,50.0,0.4,0.5,76.5,0.4,0.7,52.2,0.2,0.6,0.8,0.2,0.2,0.3,0.0,1.5
1993,4979,플레이오프,2013-2014,55,성재준,고양오리온스,2.0,0.5,0.5,0.0,0.5,1.0,50.0,0.0,0.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,2.0
1994,4892,플레이오프,2014 KBL D리그,4,성재준,오리온스,20.0,7.0,8.0,50.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0
1995,7006,D리그 1차,2014 KBL D리그,64,성재준,오리온스,8.3,2.7,3.0,44.4,1.7,2.6,65.2,0.0,0.0,0.0,0.4,1.4,1.9,0.9,1.0,0.4,0.0,3.0
1996,7899,D리그 2차,2014 KBL D리그,17,성재준,오리온스,14.0,4.7,4.3,46.2,2.0,2.0,100.0,0.0,0.0,0.0,1.3,2.0,3.3,1.7,0.7,1.0,0.3,3.0
1997,1419,정규경기,2014-2015,116,성재준,고양오리온스,2.4,0.8,0.5,50.0,0.1,0.1,100.0,0.3,0.4,62.5,0.2,0.6,0.7,0.2,0.5,0.4,0.1,0.9
1998,4792,플레이오프,2015 KBL D리그,12,성재준,상무,13.0,4.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,5.0,0.0,4.0
1999,6902,D리그 1차,2015 KBL D리그,57,성재준,상무,7.4,2.7,2.3,43.5,0.3,0.6,50.0,0.0,0.0,0.0,0.4,1.6,2.0,0.9,0.4,1.0,0.2,1.9
2000,3544,정규경기,2001-2002,113,성준모,전주KCC,1.4,0.6,0.6,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.2,0.3,0.2,0.0,1.0
2001,5939,플레이오프,2001-2002,61,성준모,전주KCC,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0
2002,3402,정규경기,2002-2003,121,성준모,전주KCC,1.1,0.5,0.7,50.0,0.1,0.2,33.3,0.0,0.0,0.0,0.2,0.1,0.3,0.3,0.3,0.1,0.0,0.9
2003,2508,정규경기,2007-2008,19,세드릭 웨버,부산KTF,15.7,5.9,10.3,52.8,3.6,5.1,69.4,5.0,8.0,62.5,2.1,5.7,7.9,1.3,1.9,1.6,0.4,3.3
2004,2996,정규경기,2004-2005,29,세드릭 헨더슨,서울SK,16.4,6.2,11.1,41.7,2.4,3.3,71.7,0.0,0.0,0.0,1.4,5.9,7.4,1.9,3.1,0.9,0.9,2.6
2005,4057,정규경기,1997-1998,31,손규완,청주SK,14.1,4.9,4.1,50.5,1.6,1.8,84.3,0.0,0.0,0.0,0.5,1.9,2.4,0.9,1.3,0.8,0.2,2.6
2006,3937,정규경기,1998-1999,56,손규완,청주SK,5.8,2.0,1.3,51.4,0.4,0.6,81.3,0.0,0.0,0.0,0.3,1.6,1.9,0.8,0.7,0.3,0.0,2.4
2007,3816,정규경기,1999-2000,84,손규완,청주SK,3.0,0.9,0.6,60.0,0.6,0.7,91.3,0.0,0.0,0.0,0.1,0.4,0.5,0.3,0.2,0.2,0.0,0.9
2008,6073,플레이오프,1999-2000,40,손규완,청주SK,4.0,1.7,1.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
2009,5413,플레이오프,2009KBLSUMMER,9,손우제,전자랜드,7.7,3.7,6.3,57.9,0.3,0.7,50.0,0.0,0.0,0.0,0.7,2.3,3.0,1.0,1.7,1.7,0.3,4.0
2010,7463,D리그 1차,2009KBLSUMMER,38,손우제,전자랜드,4.9,2.0,3.9,51.6,0.9,1.4,63.6,0.0,0.0,0.0,1.8,1.5,3.3,0.6,1.5,0.5,0.0,3.9
2011,7410,D리그 1차,2009KBLWINTER,61,손우제,전자랜드,4.3,1.8,3.2,50.0,0.7,1.3,50.0,0.0,0.0,0.0,0.9,1.6,2.5,1.3,1.4,0.3,0.3,3.2
2012,3561,정규경기,2001-2002,130,손인보,여수 코리아텐더,0.8,0.3,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.5,0.0,0.3,0.2
2013,3418,정규경기,2002-2003,137,손인보,여수 코리아텐더,0.6,0.2,0.3,50.0,0.1,0.2,50.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.3
2014,5849,플레이오프,2002-2003,46,손인보,여수 코리아텐더,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
2015,7416,D리그 1차,2009KBLWINTER,67,손장훈,전자랜드,3.5,1.5,2.5,50.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,1.8,1.8,1.3,2.3,0.8,0.0,2.3
2016,7338,D리그 1차,2010KBLWINTER,93,손장훈,전자랜드,4.0,1.5,2.8,39.1,0.5,0.6,78.6,0.0,0.0,0.0,0.4,1.3,1.8,1.6,1.6,0.5,0.1,2.1
2017,7233,D리그 1차,2011KBLWINTER,63,손장훈,전자랜드,3.9,1.6,1.4,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.4,0.6,0.3,0.7,0.1,2.1
2018,3100,정규경기,2004-2005,133,손준영,전주KCC,1.1,0.4,0.3,66.7,0.1,0.3,50.0,0.0,0.0,0.0,0.1,0.5,0.6,0.3,0.1,0.3,0.1,1.0
2019,5713,플레이오프,2004-2005,60,손준영,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
2020,2886,정규경기,2005-2006,80,손준영,전주KCC,3.9,1.5,1.4,62.5,0.3,0.5,50.0,0.0,0.0,0.0,0.4,0.7,1.1,0.9,0.5,0.6,0.3,2.3
2021,5643,플레이오프,2005-2006,66,손준영,전주KCC,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0
2022,2723,정규경기,2006-2007,73,손준영,전주KCC,4.9,1.8,2.0,46.3,0.4,0.7,55.0,0.9,1.6,52.3,0.2,0.6,0.8,0.7,0.6,0.8,0.2,2.4
2023,2608,정규경기,2007-2008,119,손준영,원주동부,2.0,0.8,1.1,50.0,0.2,0.2,100.0,0.6,0.9,62.5,0.1,0.6,0.7,0.2,0.2,0.3,0.2,1.2
2024,3843,정규경기,1999-2000,111,손창환,안양SBS,1.3,0.5,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,2.8
2025,6102,플레이오프,1999-2000,69,손창환,안양SBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5
2026,3721,정규경기,2000-2001,138,손창환,안양SBS,0.5,0.2,0.3,66.7,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.1,0.0,0.1,1.0
2027,6020,플레이오프,2000-2001,67,손창환,안양SBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,2.0
2028,3566,정규경기,2001-2002,135,손창환,안양SBS,0.7,0.3,0.8,36.4,0.1,0.3,50.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.5
2029,5940,플레이오프,2001-2002,62,손창환,안양SBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2030,3427,정규경기,2002-2003,146,손창환,안양SBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
2031,7683,D리그 2차,2017 KBL D리그,35,손홍준,현대모비스,9.8,4.2,5.6,67.9,1.0,1.4,71.4,3.2,4.0,80.0,0.8,1.8,2.6,2.2,1.8,1.2,0.2,3.0
2032,6622,D리그 1차,2018 KBL D리그,35,손홍준,현대모비스,8.1,3.3,6.0,37.5,0.6,1.0,62.5,1.8,3.3,53.8,0.6,1.3,1.9,2.9,2.1,0.8,0.0,2.6
2033,7637,D리그 2차,2018 KBL D리그,68,손홍준,현대모비스,2.3,1.0,2.3,33.3,0.0,0.0,0.0,0.3,1.0,25.0,0.5,1.3,1.8,1.8,1.5,0.5,0.5,2.3
2034,711,정규경기,2018-2019,173,손홍준,울산현대모비스,0.8,0.3,0.5,50.0,0.3,0.5,50.0,0.3,0.5,50.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.8
2035,6553,D리그 1차,2019 KBL D리그,45,손홍준,현대모비스,9.3,3.9,5.3,62.0,0.8,1.3,63.2,2.8,3.9,72.4,0.6,2.1,2.7,2.7,1.5,0.5,0.1,1.8
2036,499,정규경기,2019-2020,151,손홍준,울산현대모비스,1.4,0.7,1.4,50.0,0.0,0.0,0.0,0.4,1.0,42.9,0.1,0.1,0.3,1.0,0.1,0.0,0.0,0.9
2037,6849,D리그 1차,2015 KBL D리그,4,송교창,KCC,18.3,6.5,10.9,57.8,5.1,7.3,69.9,0.0,0.0,0.0,2.6,5.6,8.2,3.3,3.2,1.4,0.1,3.3
2038,7828,D리그 2차,2015 KBL D리그,15,송교창,KCC,13.8,6.3,10.8,51.2,0.5,1.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,1.8,1.5,0.3,3.3
2039,1250,정규경기,2015-2016,138,송교창,전주KCC,1.5,0.6,1.6,34.4,0.4,0.6,66.7,0.5,1.1,43.5,0.6,1.1,1.6,0.1,0.5,0.1,0.3,1.4
2040,4779,플레이오프,2015-2016,73,송교창,전주KCC,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5
2041,952,정규경기,2016-2017,31,송교창,전주KCC,11.9,4.7,9.0,49.6,2.2,2.9,75.2,3.3,5.8,56.1,1.3,4.3,5.6,1.9,1.5,1.1,0.7,2.9
2042,796,정규경기,2017-2018,60,송교창,전주KCC,7.9,3.3,5.8,51.4,0.8,1.2,72.4,2.3,3.8,60.1,0.9,2.6,3.5,1.3,0.9,0.7,0.6,2.8
2043,4558,플레이오프,2017-2018,44,송교창,전주KCC,3.4,1.4,3.1,39.3,0.3,0.4,75.0,0.4,0.9,50.0,0.9,2.1,3.0,0.9,0.3,0.7,0.4,3.0
2044,570,정규경기,2018-2019,32,송교창,전주KCC,14.1,5.5,8.6,55.3,2.2,3.5,63.7,3.8,5.7,65.6,1.4,3.6,5.0,1.0,1.0,0.9,0.5,2.3
2045,4440,플레이오프,2018-2019,21,송교창,전주KCC,12.4,5.4,8.3,60.6,1.3,2.8,45.5,4.0,5.8,69.6,1.3,3.9,5.1,1.5,0.9,0.8,0.4,2.4
2046,2250,정규경기,2009-2010,92,송수인,인천전자랜드,3.3,1.3,1.8,58.1,0.5,0.8,61.5,0.9,1.3,71.0,0.3,0.7,1.1,1.0,0.9,0.3,0.2,2.1
2047,5412,플레이오프,2009KBLSUMMER,8,송수인,전자랜드,9.3,3.7,3.7,54.5,0.3,0.3,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.7,0.3,3.7
2048,7435,D리그 1차,2009KBLSUMMER,10,송수인,전자랜드,13.4,5.3,7.8,59.7,2.3,2.9,78.3,0.0,0.0,0.0,0.6,3.5,4.1,1.5,2.6,0.8,0.5,4.0
2049,7299,D리그 1차,2010KBLWINTER,54,송수인,상무,9.7,4.1,5.8,63.0,1.1,2.0,55.3,0.0,0.0,0.0,1.1,2.2,3.3,1.8,1.8,0.5,0.3,2.5
2050,7184,D리그 1차,2011KBLWINTER,14,송수인,전자랜드,13.5,4.7,5.8,54.3,2.7,3.5,76.2,0.0,0.0,0.0,1.5,1.8,3.3,1.8,1.2,0.7,0.2,2.8
2051,1811,정규경기,2012-2013,161,송수인,인천전자랜드,0.7,0.2,0.6,40.0,0.2,0.2,100.0,0.2,0.4,50.0,0.1,0.8,0.9,0.4,0.2,0.0,0.1,1.2
2052,3485,정규경기,2001-2002,54,송영진,창원LG,8.9,3.4,4.8,58.8,1.4,1.8,80.7,0.0,0.0,0.0,1.1,1.4,2.5,1.5,1.2,0.8,0.3,2.2
2053,5898,플레이오프,2001-2002,20,송영진,창원LG,10.5,3.5,4.5,44.4,2.0,3.2,63.2,0.0,0.0,0.0,1.0,0.5,1.5,1.7,0.8,1.2,0.5,2.2
2054,3347,정규경기,2002-2003,66,송영진,창원LG,5.0,1.6,2.8,43.2,1.2,1.5,80.0,0.0,0.0,0.0,0.6,1.1,1.8,0.6,0.6,0.3,0.2,1.4
2055,5850,플레이오프,2002-2003,47,송영진,창원LG,1.8,0.8,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,1.5
2056,3184,정규경기,2003-2004,56,송영진,창원LG,7.0,2.6,2.9,67.6,1.1,1.3,78.8,0.0,0.0,0.0,0.9,1.1,2.0,0.7,1.0,0.7,0.3,2.0
2057,5766,플레이오프,2003-2004,37,송영진,창원LG,4.3,1.5,2.0,58.3,1.0,1.5,66.7,0.0,0.0,0.0,0.3,0.3,0.7,0.7,1.0,0.7,0.0,2.3
2058,3040,정규경기,2004-2005,73,송영진,창원LG,5.0,1.8,2.6,48.9,0.9,1.4,63.0,0.0,0.0,0.0,0.7,1.1,1.8,0.9,0.9,0.8,0.2,1.9
2059,3405,정규경기,2002-2003,124,송완희,원주TG,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.5
2060,5866,플레이오프,2002-2003,63,송완희,원주TG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,3198,정규경기,2003-2004,70,송완희,원주TG삼보,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2062,3110,정규경기,2004-2005,143,송완희,원주TG삼보,0.7,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.3,0.3,0.0,0.0
2063,3279,정규경기,2003-2004,151,송유섭,전주KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,4223,정규경기,1997,47,송인호,대전현대,4.7,1.8,1.4,56.5,0.3,0.4,57.1,0.0,0.0,0.0,0.4,0.6,1.1,0.4,0.4,0.4,0.4,2.6
2065,3869,정규경기,1999-2000,137,송인호,대전현대,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,3701,정규경기,2000-2001,118,송인호,원주삼보,1.3,0.6,0.6,71.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.3,0.5,0.3,0.1,1.7
2067,2599,정규경기,2007-2008,110,송창무,창원LG,2.6,1.2,2.5,47.8,0.2,0.3,73.3,1.0,1.9,50.6,0.4,0.8,1.2,0.1,0.6,0.1,0.1,1.4
2068,5479,플레이오프,2007-2008,52,송창무,창원LG,1.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
2069,2452,정규경기,2008-2009,133,송창무,창원LG,1.7,0.7,1.6,45.0,0.3,0.5,50.0,0.7,1.6,45.8,0.5,0.7,1.2,0.1,0.3,0.2,0.1,1.2
2070,5380,플레이오프,2008-2009,52,송창무,창원LG,2.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.3,0.3,0.5,0.0,0.3,0.0,0.0,1.3
2071,7472,D리그 1차,2009KBLSUMMER,47,송창무,상무,4.0,2.0,2.8,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.8,3.3,0.5,2.3,0.3,0.0,1.5
2072,7383,D리그 1차,2009KBLWINTER,34,송창무,상무,10.5,5.1,6.3,81.0,0.3,0.9,33.3,0.0,0.0,0.0,2.6,3.0,5.6,0.4,1.6,0.4,1.4,2.6
2073,2051,정규경기,2010-2011,62,송창용,울산모비스,6.2,2.3,2.9,44.9,0.7,1.3,55.1,1.1,2.0,55.2,0.5,1.5,1.9,1.3,1.0,0.7,0.2,2.3
2074,1912,정규경기,2011-2012,83,송창용,울산모비스,4.6,1.8,1.9,58.9,0.4,0.7,58.8,1.1,1.7,65.4,0.6,1.3,1.9,0.8,0.9,0.7,0.1,1.6
2075,5136,플레이오프,2011-2012,57,송창용,울산모비스,0.8,0.2,0.5,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.2,0.5,0.7,0.5,0.3,0.0,0.0,0.5
2076,7144,D리그 1차,2012KBLWINTER,35,송창용,상무,9.1,3.5,4.0,60.0,0.9,1.4,66.7,0.0,0.0,0.0,0.5,1.4,1.9,1.0,0.9,0.6,0.2,1.2
2077,1552,정규경기,2013-2014,73,송창용,울산모비스,5.6,2.1,2.6,51.2,0.5,0.7,72.7,0.9,1.6,53.8,0.8,1.3,2.0,0.9,0.6,0.5,0.2,1.7
2078,4980,플레이오프,2013-2014,56,송창용,울산모비스,2.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.0,1.3,0.7,0.7,0.0,0.3,1.3
2079,3965,정규경기,1998-1999,84,송태균,청주SK,3.5,1.5,1.5,100.0,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5
2080,3870,정규경기,1999-2000,138,송태균,청주SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2081,3687,정규경기,2000-2001,104,송태균,청주SK,1.8,0.8,1.2,61.1,0.1,0.1,100.0,0.0,0.0,0.0,0.5,0.5,0.9,0.1,0.2,0.1,0.0,1.1
2082,6008,플레이오프,2000-2001,55,송태균,청주SK,0.5,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.3,1.8
2083,3559,정규경기,2001-2002,128,송태균,서울SK,0.9,0.4,0.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.3,0.0,0.0,0.1
2084,5941,플레이오프,2001-2002,63,송태균,서울SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2085,3655,정규경기,2000-2001,72,송태영,부산기아,4.4,1.6,2.3,40.5,0.5,0.7,72.7,0.0,0.0,0.0,0.4,1.2,1.6,0.4,0.6,0.3,0.3,2.4
2086,3545,정규경기,2001-2002,114,송태영,울산모비스,1.4,0.5,0.8,14.3,0.1,0.1,100.0,0.0,0.0,0.0,0.1,0.4,0.5,0.1,0.2,0.2,0.1,1.2
2087,3363,정규경기,2002-2003,82,송태영,전주KCC,3.4,1.2,0.9,44.4,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.3,0.0,0.0,0.5
2088,3227,정규경기,2003-2004,99,송태영,안양SBS,2.3,0.9,1.3,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.4,0.2,0.0,2.1
2089,3605,정규경기,2000-2001,22,숀 더든,인천신세기,18.8,6.5,12.5,36.0,3.8,4.5,83.3,0.0,0.0,0.0,3.0,5.5,8.5,2.3,3.0,1.0,0.0,4.3
2090,5987,플레이오프,2000-2001,34,숀 더든,인천신세기,5.0,2.0,4.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0
2091,153,정규경기,2020-2021,2,숀 롱,울산현대모비스,21.3,8.7,14.9,54.9,3.3,5.1,64.8,7.7,13.5,57.2,3.9,6.9,10.8,2.0,2.5,1.0,0.9,2.4
2092,4286,플레이오프,2020-2021,3,숀 롱,울산현대모비스,23.3,10.3,18.3,50.9,1.7,2.0,83.3,9.0,17.3,51.9,4.3,5.7,10.0,1.3,2.7,0.3,0.3,2.3
2093,8143,KBL 컵대회,2020-2021,4,숀 롱,울산현대모비스,21.0,8.0,12.0,66.7,5.0,8.0,62.5,6.0,10.0,60.0,4.0,0.0,4.0,1.0,2.0,0.0,1.0,3.0
2094,3591,정규경기,2000-2001,8,숀 뱅크헤드,여수 골드뱅크,24.1,10.7,19.1,52.5,2.1,4.5,47.4,0.0,0.0,0.0,2.6,6.6,9.2,3.0,2.3,1.2,0.4,2.7
2095,1492,정규경기,2013-2014,13,숀 에반스,안양 KGC,13.5,5.8,10.8,53.3,2.0,4.8,40.8,5.5,9.7,56.3,3.9,8.0,11.9,0.8,1.9,1.4,0.5,3.0
2096,4064,정규경기,1997-1998,38,숀 이스트윅,수원삼성,12.3,5.0,7.4,64.0,1.9,2.8,69.1,0.0,0.0,0.0,2.4,6.2,8.5,0.6,1.4,1.2,1.1,2.7
2097,3888,정규경기,1998-1999,7,숀 재미슨,청주SK,22.7,9.0,14.5,61.7,4.5,7.6,58.8,0.0,0.0,0.0,2.8,4.0,6.8,1.3,3.5,1.0,0.3,3.0
2098,2501,정규경기,2007-2008,12,숀 호킨스,대구오리온스,18.5,7.4,11.4,56.3,2.7,3.8,71.3,5.5,9.0,60.5,2.7,5.8,8.5,1.7,2.2,0.9,0.3,3.2
2099,2844,정규경기,2005-2006,38,쉐런 라이트,전주KCC,13.8,6.0,10.3,57.6,1.8,2.9,61.8,0.0,0.0,0.0,3.6,6.2,9.8,1.1,2.3,0.5,2.8,2.3
2100,608,정규경기,2018-2019,70,쉐인 깁슨,부산KT,7.0,2.9,4.3,47.1,0.4,0.4,100.0,1.4,2.4,57.9,0.4,1.3,1.6,0.8,0.9,1.1,0.5,1.1
2101,3760,정규경기,1999-2000,28,쉔드릭 다운스,창원LG,16.3,6.5,9.1,56.8,1.9,3.1,62.5,0.0,0.0,0.0,2.1,4.8,6.9,2.6,2.7,1.4,0.8,2.9
2102,2866,정규경기,2005-2006,60,쉘리 클락,서울삼성,8.4,3.4,7.0,49.0,1.6,2.1,73.3,0.0,0.0,0.0,2.1,4.1,6.3,3.3,1.9,0.6,0.3,3.7
2103,1727,정규경기,2012-2013,77,스캇 메리트,고양오리온스,5.1,2.2,3.8,55.3,0.7,1.3,57.5,1.9,3.0,64.6,0.8,1.7,2.5,0.3,0.8,0.1,0.4,1.7
2104,3895,정규경기,1998-1999,14,스테이스 보스먼,인천대우,20.8,7.4,9.1,56.7,3.8,6.1,62.6,0.0,0.0,0.0,0.7,4.0,4.7,4.2,3.7,1.6,1.0,2.6
2105,6133,플레이오프,1998-1999,22,스테이스 보스먼,인천대우,12.0,5.3,9.0,47.2,0.5,2.3,22.2,0.0,0.0,0.0,1.3,5.8,7.0,5.3,3.8,1.0,0.5,2.5
2106,630,정규경기,2018-2019,92,스테판 무디,부산KT,5.0,1.0,2.0,50.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2107,3312,정규경기,2002-2003,31,스테판 브래포드,서울삼성,13.7,6.0,9.8,61.0,1.7,2.9,57.6,0.0,0.0,0.0,4.3,5.4,9.7,1.2,2.3,1.1,1.6,3.2
2108,5808,플레이오프,2002-2003,5,스테판 브래포드,서울삼성,18.5,8.5,10.5,81.0,1.5,3.0,50.0,0.0,0.0,0.0,2.5,3.0,5.5,1.0,2.0,2.5,2.5,2.0
2109,3142,정규경기,2003-2004,14,스테판 브래포드,서울SK,18.8,7.9,13.3,59.6,3.0,4.2,70.6,0.0,0.0,0.0,3.1,5.6,8.7,1.3,2.6,1.1,1.3,3.3
2110,2350,정규경기,2008-2009,31,스티브 토마스,부산KTF,12.9,5.5,10.3,53.4,1.9,2.9,65.9,5.1,8.9,57.1,3.0,6.3,9.3,1.2,2.2,1.0,1.0,3.2
2111,3913,정규경기,1998-1999,32,신기성,원주나래,12.9,4.4,4.1,60.2,2.0,2.5,82.1,0.0,0.0,0.0,1.1,2.5,3.6,4.1,2.2,1.9,0.1,2.7
2112,6132,플레이오프,1998-1999,21,신기성,원주나래,12.7,3.8,2.7,62.5,2.8,3.7,77.3,0.0,0.0,0.0,1.7,2.0,3.7,4.5,1.7,1.7,0.0,2.8
2113,3766,정규경기,1999-2000,34,신기성,원주삼보,13.6,4.5,4.2,57.7,2.5,3.1,81.4,0.0,0.0,0.0,0.9,3.1,4.0,6.0,2.0,2.6,0.2,3.2
2114,6053,플레이오프,1999-2000,20,신기성,원주삼보,14.0,4.8,3.8,80.0,2.8,3.5,78.6,0.0,0.0,0.0,0.8,3.3,4.0,7.8,2.0,1.3,0.0,2.8
