,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
1213,플레이오프,2011-2012,64,류종현,울산모비스,-1.0710568,-1.05171,-0.7717449,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.54234374,-0.6910672,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1214,정규경기,2015-2016,160,류지석,부산KT,-0.9742981,-0.94569284,-0.7717449,-0.5171394,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,0.416445
1215,D리그 1차,2016 KBL D리그,45,류지석,KT,0.35267866,0.46787015,0.4304227,0.98053634,0.41899112,0.40969932,0.4829368,-0.53075624,-0.5539209,-0.7869104,1.2289774,0.31462273,0.6497382,-0.59939593,1.5409516,-0.572253,0.008618152,1.060413
1216,D리그 2차,2016 KBL D리그,64,류지석,KT,-0.3799231,-0.3449286,-0.20468473,0.5100848,-0.14561749,0.14914396,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.047872517,-0.9708269,-0.6910672,-0.26523995,-1.1002297,-1.0386901,-0.591837,1.52039
1217,정규경기,2016-2017,163,류지석,부산KT,-0.9742981,-0.94569284,-0.7944273,-0.5171394,-0.7808022,-0.7888553,-0.11802434,-0.4168207,-0.30912694,0.15260388,-0.6437358,-0.842282,-0.81025,-0.7330582,-1.1002297,-1.0386901,-0.591837,-0.7794955
1218,정규경기,2001-2002,19,르나드 존스,전주KCC,1.2787977,1.4220251,1.7233198,0.56187767,1.2659041,0.82658786,1.083898,-0.53075624,-0.5539209,-0.7869104,0.54799086,0.44316766,0.50075984,1.0713838,1.0693121,2.5373278,0.8092249,1.704381
1219,정규경기,2003-2004,48,르대릴 빌링슬리,안양SBS,0.26974258,0.25583565,1.0428476,-0.17185391,0.7718715,1.1392543,0.16142257,-0.53075624,-0.5539209,-0.7869104,2.5058272,1.2144375,1.7223827,-0.26523995,0.22036092,0.9825373,0.6090733,1.060413
1220,정규경기,2017-2018,14,르브라이언 내쉬,부산KT,1.4999607,1.457364,1.6099077,0.4755563,1.8305128,1.8688093,0.52199936,2.7164056,2.698342,1.2202338,0.03725083,1.0001959,0.7093295,0.46990305,0.7863284,0.36062118,0.20876984,0.96841764
1221,정규경기,2012-2013,146,리 네일런,고양오리온스,-0.89136213,-0.83967555,-0.45419118,-0.8192642,-0.85137826,-0.8930775,-1.6204273,-0.18894969,0.0755493,0.38583994,-0.5586125,-0.842282,-0.81025,-0.8667206,-0.34560648,-1.0386901,-0.591837,-1.4234635
1222,정규경기,2005-2006,3,리 벤슨,대구오리온스,2.7854693,3.224318,3.9461956,0.4108153,1.5482085,1.764587,0.4108214,-0.53075624,-0.5539209,-0.7869104,2.8463206,3.4425504,3.3611448,0.2694095,2.106919,0.2051422,3.0108936,0.50844055
1223,플레이오프,2005-2006,5,리 벤슨,대구오리온스,1.7211235,2.0227892,2.4491568,0.36765462,0.7718715,0.6702547,0.71731174,-0.53075624,-0.5539209,-0.7869104,3.1016905,2.756977,2.9738011,0.9377214,2.3899028,1.2934954,3.0108936,0.60043585
1224,정규경기,2014-2015,5,리오 라이온스,고양오리온스,1.6381874,1.351347,1.2923541,0.20796005,2.112817,1.9730314,0.696278,1.9188572,2.1388128,1.052698,0.80336076,2.1999488,1.781974,0.73722786,1.0693121,0.5161003,0.6090733,0.60043585
1225,플레이오프,2014-2015,14,리오 라이온스,고양오리온스,0.5323735,0.6445655,1.2696717,-0.14164141,0.13668682,0.044921793,0.71731174,1.5200828,2.1737835,0.73076653,1.1438541,0.057532832,0.44116852,0.67039675,-0.5342623,-0.72773206,1.0093768,-1.1474771
1226,정규경기,2015-2016,6,리오 라이온스,울산모비스,1.693478,1.2806687,1.5418605,0.28133324,3.3831866,3.1715863,0.69026846,2.0897603,1.9639599,1.3122143,0.29262078,2.1142523,1.5734043,0.80405897,0.9749842,0.82705843,1.40968,0.50844055
1227,정규경기,2016-2017,10,리오 라이온스,전주KCC,1.8731726,1.9521112,2.403792,0.32449394,1.8305128,1.764587,0.6602204,2.8873088,3.0480478,1.1216832,1.6545941,1.9428592,1.9309523,0.73722786,1.6352797,0.5161003,0.40892154,0.50844055
1228,정규경기,2000-2001,17,리온 데릭스,안양SBS,1.7764142,1.9874504,2.0408733,0.7949454,1.4070563,1.6082541,0.3687541,-0.53075624,-0.5539209,-0.7869104,3.186814,2.1999488,2.6460485,2.9426572,2.0125911,1.1380163,3.0108936,1.060413
1229,플레이오프,2000-2001,9,리온 데릭스,안양SBS,1.7487687,1.5280424,2.0862384,0.31586176,3.1714582,3.3279195,0.48894632,-0.53075624,-0.5539209,-0.7869104,2.7611976,2.0285556,2.3778875,2.4748387,1.0693121,0.67157936,4.6121073,1.6123854
1230,정규경기,2001-2002,14,리온 데릭스,안양SBS,1.44467,1.6340593,2.0862384,0.38060278,1.1247519,1.1392543,0.5159896,-0.53075624,-0.5539209,-0.7869104,2.2504575,2.0285556,2.228909,2.1406827,1.3522958,0.67157936,2.2102869,0.50844055
1231,플레이오프,2001-2002,36,리온 데릭스,안양SBS,-0.44903648,-0.3449286,-0.09127271,-0.33586448,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.3281021,-0.54208887,0.73722786,-0.15695068,-0.26129493,-0.591837,0.60043585
1232,정규경기,2002-2003,25,리온 데릭스,원주TG,1.0023444,1.3160077,1.2016244,1.023697,0.3484151,0.30547714,0.52500415,-0.53075624,-0.5539209,-0.7869104,1.3992242,1.6000724,1.6031998,0.4030719,2.0125911,-0.572253,2.010135,1.9803672
1233,플레이오프,2002-2003,18,리온 데릭스,원주TG,0.46326008,0.5738873,1.4284484,-0.111428894,0.56014335,0.82658786,0.20949952,-0.53075624,-0.5539209,-0.7869104,2.4207041,3.2711568,3.0929837,0.4030719,0.69200045,2.0708907,0.8092249,0.96841764
1234,정규경기,2003-2004,39,리온 데릭스,원주TG삼보,0.6153094,0.7152436,0.97480035,0.49713665,0.7012955,0.6181437,0.6451964,-0.53075624,-0.5539209,-0.7869104,1.0587307,2.3713424,1.9905436,1.6060333,0.69200045,0.36062118,1.6098317,0.60043585
1235,플레이오프,2003-2004,26,리온 데릭스,원주TG삼보,0.17298387,0.46787015,0.8160235,0.20364405,-0.85137826,-0.5283,-1.6204273,-0.53075624,-0.5539209,-0.7869104,0.54799086,2.585584,1.9905436,1.9401894,0.126033,0.5161003,0.8092249,0.416445
1236,정규경기,2012-2013,3,리온 윌리엄스,고양오리온스,1.4861379,1.457364,1.5872253,0.70862406,2.2539694,1.8688093,0.8765663,2.9442766,2.7682831,1.305644,2.5058272,2.1999488,2.407683,0.13574718,1.3522958,1.4489745,0.8092249,0.96841764
1237,플레이오프,2012-2013,4,리온 윌리엄스,고양오리온스,1.2511523,1.4220251,1.3604012,0.950324,1.1247519,1.1913654,0.4829368,2.8873088,2.6633713,1.3549193,1.8248409,2.0285556,2.050135,-0.39890233,0.7863284,-0.41677395,-0.19153357,2.164358
1238,정규경기,2013-2014,17,리온 윌리엄스,고양오리온스,0.6153094,0.5032092,0.8613883,0.3288101,1.5482085,1.5040318,0.6061338,1.4631151,1.6492249,1.055983,1.1438541,1.1715891,1.2158561,-0.39890233,0.03170517,0.5161003,0.008618152,0.50844055
1239,플레이오프,2013-2014,15,리온 윌리엄스,고양오리온스,0.44943735,0.36185285,0.5438347,0.60503834,1.2659041,1.0871433,0.7834174,1.3491796,1.1946075,1.3483493,0.37774414,0.31462273,0.35178146,-0.064746425,-1.1002297,1.7599326,1.0093768,0.8764221
1240,정규경기,2014-2015,12,리온 윌리엄스,안양 KGC,0.7673589,0.75058264,1.0882124,0.3978671,1.4070563,1.3476987,0.5971195,1.5200828,1.5792838,1.1611034,1.2289774,1.6000724,1.5436085,-0.33207116,0.22036092,0.5161003,0.40892154,0.96841764
1241,정규경기,2002-2003,1,리온 트리밍햄,서울SK,2.7163558,2.8002489,2.902805,0.5402973,2.3245454,2.2335868,0.6542106,-0.53075624,-0.5539209,-0.7869104,2.165334,2.8855221,2.7652314,0.2694095,1.9182634,2.5373278,4.812259,1.060413
1242,정규경기,2003-2004,17,리온 트리밍햄,부산KTF,1.4308473,1.457364,1.8140494,0.34607428,1.4776323,1.3476987,0.70228773,-0.53075624,-0.5539209,-0.7869104,0.54799086,1.4715273,1.2158561,0.67039675,1.5409516,1.1380163,0.8092249,1.1524082
1243,정규경기,2012-2013,28,리차드 로비,원주동부,0.504728,0.6445655,0.7706588,0.45397598,0.13668682,0.25336614,0.34772053,1.5770507,1.5093428,1.2497989,0.29262078,-0.15670884,-0.035562333,-0.26523995,0.5033447,0.2051422,0.6090733,-0.5035092
1244,정규경기,2012-2013,7,리카르도 라틀리프,울산모비스,1.016167,1.2453296,1.2923541,0.81652564,0.63071936,0.72236574,0.44086948,2.8873088,2.5584595,1.4403299,2.165334,1.2144375,1.6031998,0.068915986,0.40901676,-0.10581585,1.8099835,0.50844055
1245,플레이오프,2012-2013,5,리카르도 라틀리프,울산모비스,1.1820389,1.1746516,0.8840708,1.3258218,1.7599367,1.5561428,0.74135005,2.146728,1.6492249,1.6341456,2.2504575,1.0430441,1.4840173,-0.7330582,0.5033447,2.0708907,-0.591837,-0.7794955
1246,정규경기,2013-2014,25,리카르도 라틀리프,울산모비스,0.36650127,0.5032092,0.6345642,0.6956759,0.277839,0.30547714,0.4318552,1.8618892,1.7541367,1.305644,0.9736075,0.65740925,0.7987166,-0.19840875,0.126033,-0.26129493,2.4104385,0.50844055
1247,플레이오프,2013-2014,6,리카르도 라틀리프,울산모비스,0.7673589,1.0686343,1.2696717,0.63525087,0.06611072,0.044921793,0.52500415,2.7733736,2.7682831,1.2005237,2.0802107,1.0858926,1.4840173,1.0713838,-0.34560648,-0.26129493,2.010135,1.7963763
1248,정규경기,2014-2015,2,리카르도 라틀리프,울산모비스,1.7073008,2.0581284,2.018191,0.88989896,0.9835997,0.98292106,0.5159896,3.741825,3.083018,1.5717305,1.9099642,1.8571622,1.9905436,0.2025784,0.5976725,0.04966313,2.810742,1.060413
1249,플레이오프,2014-2015,4,리카르도 라틀리프,울산모비스,1.4999607,1.7754158,2.3130624,0.4108153,0.9835997,1.2955874,0.23954758,3.11518,3.1529596,1.1972388,3.0165672,3.1426122,3.241962,0.9377214,0.40901676,-0.10581585,4.2118044,0.8764221
1250,정규경기,2015-2016,7,리카르도 라틀리프,서울삼성,1.693478,2.0581284,2.2676976,0.66114724,0.9130237,0.82658786,0.6151483,3.343051,2.8382242,1.51917,2.931444,2.1571007,2.526866,0.87089026,0.7863284,0.36062118,1.6098317,0.6924312
1251,플레이오프,2015-2016,2,리카르도 라틀리프,서울삼성,1.9699315,2.305502,3.3110883,0.20364405,1.2659041,1.3476987,0.5009656,4.1975675,4.4468703,1.1151134,4.889281,2.585584,3.4803274,0.2694095,0.31468883,-0.26129493,1.0093768,1.52039
1252,정규경기,2008-2009,3,리카르도 포웰,인천전자랜드,2.4122572,2.4115193,2.3584273,0.5402973,2.2539694,2.0772536,0.6932732,3.6848576,3.4327238,1.3582045,0.4628675,1.1715891,0.9774906,1.8065268,1.4466238,0.82705843,1.2095282,0.23245409
1253,플레이오프,2008-2009,1,리카르도 포웰,인천전자랜드,2.8545825,2.4115193,1.8594143,0.71725625,3.9477954,4.005363,0.55204743,3.0012443,2.7333124,1.3811995,0.4628675,0.9144993,0.7987166,2.4080074,0.7863284,1.4489745,2.2102869,0.14045875
1254,정규경기,2007-2008,71,마르커스 세션,부산KTF,-0.24169637,-0.20357226,0.45310506,-0.46966252,-0.14561749,0.46181035,-0.463577,0.38072783,1.0547252,0.35627475,-0.047872517,0.22892606,0.1432117,-0.6662271,-0.5342623,-0.72773206,-0.19153357,0.8764221
1255,정규경기,2001-2002,4,마르커스 힉스,대구동양,2.2740304,2.4115193,2.063556,0.7215722,1.4070563,1.4519207,0.5009656,-0.53075624,-0.5539209,-0.7869104,1.0587307,1.5572242,1.4542214,1.5392022,2.2955747,0.82705843,5.2125626,0.78442675
1256,플레이오프,2001-2002,1,마르커스 힉스,대구동양,2.8545825,2.835588,2.1769679,1.0064327,2.6774256,2.3378088,0.80144614,-0.53075624,-0.5539209,-0.7869104,0.6331141,2.8855221,2.228909,2.0070205,2.106919,0.2051422,3.8115005,0.32444963
1257,정규경기,2002-2003,2,마르커스 힉스,대구동양,2.5366611,2.4468582,1.8820966,0.7733651,2.3245454,2.1814759,0.67223966,-0.53075624,-0.5539209,-0.7869104,0.54799086,1.9857073,1.5734043,2.2743452,2.9558702,0.36062118,5.813018,0.8764221
1258,플레이오프,2002-2003,1,마르커스 힉스,대구동양,3.352199,3.4363523,2.698663,0.6007224,1.7599367,1.712476,0.5820955,-0.53075624,-0.5539209,-0.7869104,0.54799086,3.0140672,2.2885003,1.5392022,3.8991494,0.9825373,4.812259,0.416445
1259,정규경기,2006-2007,8,마르코 킬링스워스,전주KCC,1.8731726,2.234824,2.4264746,0.64388305,0.9130237,1.0350323,0.43485996,4.2545347,3.992253,1.3319243,1.9099642,2.3713424,2.3182962,0.46990305,2.3899028,0.67157936,0.20876984,1.4283948
1260,정규경기,1999-2000,36,마리오 루카스,부산기아,0.7673589,0.8565999,1.0882124,0.28133324,0.41899112,0.5660325,0.30264845,-0.53075624,-0.5539209,-0.7869104,1.0587307,3.1426122,2.5566614,-0.7330582,0.126033,2.2263696,1.0093768,0.8764221
1261,정규경기,2015-2016,12,마리오 리틀,안양KGC,1.2235072,0.96261704,0.4304227,0.38060278,1.1247519,0.878699,0.8615423,1.0073731,0.9847841,1.2103786,-0.047872517,0.35747102,0.26239437,0.87089026,0.8806562,0.67157936,0.008618152,0.32444963
1262,플레이오프,2015-2016,6,마리오 리틀,안양KGC,1.4584924,1.1039734,0.45310506,-0.09416472,0.9835997,1.1392543,0.41382617,0.83646995,1.159637,0.8128919,-0.21811917,0.22892606,0.05382468,1.0713838,0.8806562,-0.26129493,0.6090733,1.4283948
1263,정규경기,2016-2017,16,마리오 리틀,창원LG,1.0299897,1.0332953,1.0428476,0.2295404,0.63071936,0.46181035,0.7984414,1.0643408,1.229578,1.0099928,-0.21811917,0.70025766,0.41137275,1.0045527,1.0693121,1.2934954,0.20876984,0.6924312
1264,정규경기,2005-2006,145,마영진,부산KTF,-1.0157661,-0.98103184,-0.8851569,-0.5171394,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.8851303,-0.92943263,-0.93355185,-0.817246,-1.0386901,-0.39168528,-1.4234635
1265,플레이오프,2005-2006,60,마영진,부산KTF,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
1266,정규경기,2008-2009,160,마영진,부산KTF,-1.0295888,-1.016371,-0.9305217,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.51895034,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.8667206,-1.1002297,-0.8832111,-0.591837,-0.9634863
1267,정규경기,2008-2009,8,마이카 브랜드,전주KCC,1.7349459,1.916772,2.1089206,0.50576884,1.2659041,1.2434764,0.61815304,2.8873088,2.7333124,1.2957892,1.5694709,1.0430441,1.2456517,0.9377214,1.7296075,0.2051422,1.2095282,0.96841764
1268,플레이오프,2008-2009,7,마이카 브랜드,전주KCC,1.3064432,1.351347,1.4284484,0.5446135,1.2659041,0.93081003,0.95469123,2.146728,1.9289895,1.3877695,0.54799086,1.4715273,1.2158561,1.4055396,1.0693121,0.2051422,0.008618152,0.78442675
1269,정규경기,2009-2010,21,마이카 브랜드,서울삼성,0.60148686,0.6799045,1.0428476,0.18637972,0.3484151,0.25336614,0.75336933,1.4631151,1.719166,0.99028265,0.88848406,0.35747102,0.56035113,0.2694095,0.5033447,-0.41677395,0.6090733,0.23245409
1270,플레이오프,2009-2010,29,마이카 브랜드,서울삼성,-0.06200157,0.11447934,0.31701064,0.29859757,-0.49849787,-0.4761889,0.38377813,1.0643408,0.9498136,1.3384942,0.37774414,0.31462273,0.35178146,-0.26523995,-0.6285902,0.2051422,0.008618152,-0.31951836
1271,정규경기,2010-2011,32,마이카 브랜드,울산모비스,0.25591996,0.36185285,0.7479763,0.28133324,0.277839,0.25336614,0.6331771,1.4631151,1.5093428,1.1348234,0.37774414,0.5288643,0.4709642,-0.39890233,0.126033,-0.26129493,0.8092249,-0.31951836
1272,정규경기,2021-2022,56,마이크 마이어스,수원 KT,-0.13111494,0.008462142,0.31701064,0.28996542,-0.28676963,-0.1114114,-0.03989944,1.1213087,1.3694603,0.9475775,1.4843473,0.35747102,0.7391253,-0.13157755,0.126033,-0.10581585,0.008618152,0.14045875
1273,KBL 컵대회,2021-2022,40,마이크 마이어스,수원 KT,0.26974258,0.36185285,0.3623754,0.92442733,0.3484151,0.30547714,0.52500415,1.7479539,1.4394014,1.5323101,0.80336076,0.614561,0.7093295,0.60356545,0.7863284,0.9825373,0.8092249,1.060413
1274,정규경기,2006-2007,51,마이크 벤튼,전주KCC,0.21445192,0.43253094,0.5438347,0.6956759,-0.14561749,0.097032875,-0.057928227,1.6340184,1.6841956,1.1906686,1.6545941,1.1287409,1.3648344,-0.59939593,0.40901676,-0.572253,4.2118044,-0.043532133
1275,정규경기,2019-2020,24,마이크 해리스,창원LG,0.6982455,0.6092263,0.5891995,0.26838508,0.8424477,0.6181437,0.8615423,0.9504053,1.0197546,1.1151134,0.54799086,0.8288025,0.7391253,-0.26523995,-0.15695068,-0.26129493,-0.19153357,-0.9634863
1276,정규경기,2013-2014,33,마이클 더니건,원주동부,0.28356528,0.25583565,0.65724677,0.20796005,0.9130237,1.0871433,0.341711,1.3491796,1.6142542,0.9804276,1.2289774,0.871651,1.0370821,-0.26523995,0.22036092,0.04966313,1.2095282,0.416445
1277,정규경기,2000-2001,13,마이클 루이스,대구동양,1.942286,1.916772,1.2469891,0.6266187,0.8424477,0.7744768,0.6451964,-0.53075624,-0.5539209,-0.7869104,0.6331141,0.65740925,0.7093295,-0.13157755,1.0693121,-0.26129493,2.2102869,1.1524082
1278,정규경기,2000-2001,3,마이클 매덕스,여수 골드뱅크,2.6334198,2.6942317,2.925487,0.44534382,2.3245454,2.4420311,0.47392228,-0.53075624,-0.5539209,-0.7869104,1.6545941,2.4141905,2.2587047,1.0713838,1.7296075,0.2051422,1.40968,1.2444038
1279,정규경기,2001-2002,7,마이클 매덕스,창원LG,1.9284636,2.1288066,2.3130624,0.28564942,0.7012955,0.72236574,0.5700762,-0.53075624,-0.5539209,-0.7869104,0.4628675,1.7286175,1.3648344,0.9377214,1.3522958,0.5161003,1.6098317,0.60043585
1280,플레이오프,2001-2002,13,마이클 매덕스,창원LG,1.0023444,1.1039734,1.0655301,0.4064993,0.277839,0.3575883,0.323682,-0.53075624,-0.5539209,-0.7869104,-0.047872517,3.1854603,2.1991134,0.67039675,1.6352797,1.6044537,3.411197,0.6924312
1281,정규경기,1997,16,마이클 엘리어트,인천대우증권,1.7073008,1.810755,2.1089206,0.38491896,1.4070563,1.2955874,0.70228773,-0.53075624,-0.5539209,-0.7869104,0.88848406,0.74310595,0.7987166,1.138215,2.106919,5.0249925,1.0093768,1.9803672
1282,플레이오프,1997,5,마이클 엘리어트,인천대우증권,2.1772716,2.4115193,2.5852513,0.5446135,1.4070563,1.1913654,0.75937885,-0.53075624,-0.5539209,-0.7869104,2.0802107,0.18607777,0.8583079,1.2050462,1.7296075,3.6256812,1.8099835,2.2563536
1283,정규경기,2016-2017,20,마이클 이페브라,창원LG,0.98852164,0.8919389,0.838706,0.12595485,0.8424477,0.3575883,1.2972391,1.235244,1.2645487,1.1939535,-0.3883658,0.35747102,0.08362033,0.46990305,0.69200045,-0.10581585,0.40892154,0.04846331
1284,정규경기,2017-2018,28,마이클 이페브라,안양KGC,0.8502949,1.0686343,0.95211804,0.6223027,-0.14561749,-0.31985566,1.083898,1.6340184,1.5443132,1.282649,-0.3032425,-0.28525376,-0.3335191,0.2694095,0.40901676,0.67157936,1.2095282,0.14045875
1285,정규경기,2008-2009,35,마이클 조이너,대구오리온스,0.54619604,0.5738873,0.8160235,-0.06395221,0.13668682,0.14914396,0.50697535,1.0643408,1.5792838,0.6979164,0.80336076,0.44316766,0.5901469,-0.39890233,0.126033,-0.41677395,1.8099835,1.3363992
1286,정규경기,2016-2017,24,마이클 크레익,서울삼성,0.82264954,0.8919389,1.2469891,0.22522439,0.7012955,0.82658786,0.4108214,1.8618892,1.9989306,1.1019733,0.37774414,1.1287409,0.9178993,2.4748387,1.8239353,1.1380163,0.20876984,0.6924312
1287,플레이오프,2016-2017,12,마이클 크레익,서울삼성,0.5738414,0.6092263,0.99748284,0.056897666,0.48956722,0.6181437,0.34772053,1.7479539,2.0688717,0.96400255,0.29262078,0.5717126,0.50075984,1.8065268,1.257968,0.36062118,-0.19153357,1.52039
1288,정규경기,2014-2015,104,마이클 헤인즈,창원LG,-0.6563766,-0.6983193,-0.4315088,-0.22796276,-0.14561749,-0.37196675,1.3843786,-0.24591745,-0.20421524,0.8555971,-0.47348917,-0.75658536,-0.6910672,-0.93355185,-0.6285902,-1.0386901,-0.591837,-1.6994497
1289,정규경기,1999-2000,16,마일로 브룩스,창원LG,1.5414286,1.6693985,2.2676976,0.35902244,1.6187845,1.3998097,0.77440286,-0.53075624,-0.5539209,-0.7869104,1.1438541,1.8143141,1.6329956,-0.33207116,1.7296075,0.2051422,2.4104385,0.96841764
1290,정규경기,2006-2007,39,마커스 다우잇,대구오리온스,0.5738414,0.7152436,1.1108949,0.35039043,0.41899112,0.40969932,0.53101367,1.8618892,2.0339012,1.0855482,1.0587307,1.2144375,1.2158561,-0.19840875,0.8806562,0.2051422,2.6105902,1.52039
1291,플레이오프,2006-2007,24,마커스 다우잇,대구오리온스,0.103870496,0.18515751,0.65724677,0.10437452,0.20726292,-0.0071892287,1.083898,1.0643408,1.3694603,0.9048723,1.2289774,0.74310595,0.94769496,-0.39890233,0.5033447,0.82705843,2.810742,0.416445
1292,정규경기,2020-2021,3,마커스 데릭슨,부산KT,1.5414286,1.386686,0.99748284,0.28564942,1.1247519,0.878699,0.80144614,1.5200828,1.474372,1.2333739,1.3141007,2.3284938,2.050135,0.002084778,2.0125911,1.7599326,0.8092249,1.2444038
1293,KBL 컵대회,2020-2021,6,마커스 데릭슨,부산KT,1.2787977,1.2453296,0.3623754,0.92442733,0.20726292,-0.1114114,1.3843786,0.8934376,0.670049,1.5585904,-0.47348917,-0.113860495,-0.24413209,0.068915986,-0.15695068,-0.26129493,0.40892154,1.060413
1294,정규경기,2018-2019,10,마커스 랜드리,부산KT,1.9561088,1.9874504,1.8367318,0.29428142,0.9130237,0.878699,0.6061338,2.6024702,2.7682831,1.1118282,1.0587307,1.6000724,1.4840173,0.9377214,1.1636401,0.5161003,1.6098317,0.23245409
1295,플레이오프,2018-2019,9,마커스 랜드리,부산KT,1.4723152,1.4220251,1.0882124,0.57914203,1.1247519,1.3998097,0.29062918,1.975825,1.8940189,1.2793641,0.4628675,0.48601606,0.50075984,0.2694095,0.5976725,0.5161003,1.0093768,1.2444038
1296,정규경기,2019-2020,7,마커스 랜드리,고양오리온,1.2373298,1.3160077,1.564543,-0.051004037,0.3484151,0.6702547,0.050244734,1.5770507,1.7891071,1.0198479,0.20749743,0.014684447,0.113416046,-0.26523995,0.7863284,0.04966313,0.008618152,-0.7794955
1297,정규경기,2014-2015,37,마커스 루이스,부산KT,0.14533855,0.2911747,0.7706588,0.1518512,-0.004465288,0.25336614,0.008177523,1.5200828,1.8240777,0.96400255,1.1438541,0.9573476,1.0370821,0.068915986,0.8806562,-0.10581585,0.40892154,0.416445
1298,정규경기,2015-2016,22,마커스 블레이클리,부산KT,0.8364723,0.75058264,1.0201651,0.4755563,1.6187845,2.2335868,0.14940341,2.3176315,2.4185774,1.1381084,0.9736075,1.0430441,1.0370821,1.0713838,1.257968,1.2934954,1.6098317,0.416445
1299,정규경기,2016-2017,13,마커스 블레이클리,울산모비스,1.4170245,1.3160077,1.8140494,0.36333862,2.3245454,3.6405857,-0.087976284,3.1721478,3.4676945,1.075693,1.7397172,1.9000107,1.9309523,2.6753323,1.1636401,0.9825373,2.4104385,0.78442675
1300,정규경기,2017-2018,24,마커스 블레이클리,울산현대모비스,0.933231,0.96261704,1.1108949,0.6309349,1.1247519,1.764587,0.050244734,2.659438,2.628401,1.2202338,1.9099642,1.2572857,1.5436085,1.3387085,0.7863284,0.82705843,1.2095282,0.96841764
1301,플레이오프,2017-2018,15,마커스 블레이클리,울산현대모비스,0.79500425,0.7152436,1.2696717,0.20364405,1.6187845,1.9730314,0.29062918,2.3176315,2.873195,0.89830226,1.2289774,1.0858926,1.1860604,0.4030719,0.31468883,0.5161003,1.0093768,1.060413
1302,정규경기,2018-2019,52,마커스 쏜튼,서울SK,0.35267866,0.32651383,0.7252939,-0.5775643,-0.21619359,-0.0071892287,0.032215945,0.038921304,0.5301667,0.27743447,-0.5586125,-0.28525376,-0.39311045,-0.064746425,0.31468883,-0.41677395,-0.19153357,-0.7794955
1303,정규경기,2018-2019,28,마커스 킨,전주KCC,0.9470537,0.82126087,0.5438347,0.23817256,0.56014335,0.46181035,0.73233575,0.7225344,0.84490186,1.0395578,-0.3032425,0.057532832,-0.06535805,0.3362407,1.7296075,-0.10581585,-0.591837,0.50844055
1304,플레이오프,2018-2019,10,마커스 킨,전주KCC,1.4723152,1.2453296,0.79334116,0.16911554,1.1247519,0.72236574,1.0238018,1.235244,1.3694603,1.0789781,-0.5586125,-0.113860495,-0.27392772,2.0070205,0.40901676,-0.10581585,-0.591837,0.14045875
1305,정규경기,2018-2019,5,마커스 포스터,원주DB,2.4122572,2.1641457,1.451131,0.57050985,2.0422409,1.9730314,0.63618183,2.5455024,2.4535482,1.2793641,-0.13299587,0.871651,0.56035113,1.6060333,2.0125911,0.5161003,-0.39168528,0.04846331
1306,정규경기,2018-2019,45,마퀴스 티그,전주KCC,0.5600188,0.6445655,0.99748284,0.039633494,0.06611072,0.044921793,0.58510023,1.4061475,1.7891071,0.9015873,-0.6437358,-0.07101222,-0.27392772,1.4723707,0.22036092,-0.10581585,0.008618152,0.04846331
1307,정규경기,2007-2008,3,마퀸 챈들러,안양KT&G,2.0943356,1.7754158,1.451131,0.34175828,2.5362737,2.0772536,0.8705568,2.2606637,2.2786953,1.1840986,0.29262078,2.3284938,1.7223827,0.4030719,1.257968,0.2051422,1.0093768,1.2444038
1308,플레이오프,2007-2008,1,마퀸 챈들러,안양KT&G,3.006632,2.37618,1.6552725,0.44965997,4.0889473,3.6405857,0.8074559,2.4885347,2.698342,1.0888331,1.0587307,2.3713424,2.050135,1.0713838,2.0125911,-0.572253,0.40892154,1.52039
1309,정규경기,2008-2009,2,마퀸 챈들러,안양KT&G,2.453725,2.2701628,1.9955087,0.37197077,2.3245454,2.1293647,0.72332126,2.8303413,2.9781067,1.1282532,0.80336076,1.9428592,1.6329956,0.46990305,1.4466238,0.2051422,2.4104385,1.2444038
1310,정규경기,2009-2010,9,마퀸 챈들러,원주동부,1.1682165,0.927278,0.838706,0.28564942,1.6893605,1.2434764,1.0538499,1.235244,1.3344898,1.1151134,-0.3032425,0.35747102,0.1432117,0.46990305,0.8806562,-0.41677395,0.20876984,0.60043585
