,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
0,정규경기,2014-2015,36,CJ 레슬리,안양 KGC,0.15916114,0.18515751,0.5891995,0.06552984,0.3484151,0.30547714,0.52500415,0.8934376,1.229578,0.81946194,0.6331141,0.5717126,0.5901469,-0.46573353,0.126033,0.04966313,0.40892154,0.60043585
1,정규경기,1999-2000,14,G.J 헌터,수원삼성,1.8455275,1.7047378,1.7686845,0.16911554,1.8305128,1.5040318,0.8585375,-0.53075624,-0.5539209,-0.7869104,-0.047872517,1.1287409,0.7987166,0.9377214,1.3522958,2.848286,0.20876984,0.416445
2,플레이오프,1999-2000,8,G.J 헌터,수원삼성,1.5414286,1.3160077,1.8140494,-0.020791527,2.1833932,1.9209204,0.75036454,-0.53075624,-0.5539209,-0.7869104,0.03725083,1.3429825,0.9774906,0.80405897,0.7863284,1.9154115,0.20876984,-0.13552746
3,정규경기,2003-2004,6,R.F. 바셋,전주KCC,1.8869954,2.0581284,2.4264746,0.4798725,1.5482085,1.5040318,0.5971195,-0.53075624,-0.5539209,-0.7869104,1.1438541,2.1999488,1.9309523,0.13574718,1.7296075,0.36062118,4.0116525,1.2444038
4,플레이오프,2003-2004,19,R.F. 바셋,전주KCC,0.8641176,1.1746516,1.4284484,0.60935456,0.06611072,0.14914396,0.38377813,-0.53075624,-0.5539209,-0.7869104,0.20749743,1.4715273,1.0966734,0.4030719,3.6161654,2.5373278,4.0116525,1.704381
5,정규경기,2004-2005,51,R.F. 바셋,전주KCC,0.35267866,0.36185285,0.5211522,0.41944745,0.56014335,0.82658786,0.18245623,-0.53075624,-0.5539209,-0.7869104,0.54799086,1.1715891,1.0072863,-0.46573353,1.4466238,0.9825373,1.40968,1.060413
6,정규경기,2007-2008,6,TJ 커밍스,안양KT&G,1.6105419,1.810755,2.2223327,0.5014528,1.2659041,1.0871433,0.75637406,2.8303413,2.6633713,1.3122143,1.0587307,0.70025766,0.8583079,-0.59939593,0.69200045,0.04966313,1.6098317,0.6924312
7,플레이오프,2007-2008,12,TJ 커밍스,안양KT&G,1.1820389,1.5280424,2.2450151,0.2554369,0.3484151,0.25336614,0.69026846,2.203696,2.5934303,0.97714263,1.8248409,0.65740925,1.0966734,-0.93355185,0.126033,0.04966313,0.8092249,0.14045875
8,정규경기,2008-2009,16,가넷 톰슨,대구오리온스,1.2926205,1.4220251,1.7006373,0.4064993,0.9835997,1.6603651,-0.048913833,3.0012443,3.2928417,1.0724081,1.5694709,1.3001342,1.4542214,0.46990305,1.9182634,0.2051422,1.8099835,1.6123854
9,정규경기,2004-2005,15,가이 루커,인천전자랜드,1.8593502,2.0227892,2.1996505,0.7043079,1.8305128,1.4519207,0.9426722,-0.53075624,-0.5539209,-0.7869104,1.2289774,3.228309,2.6758442,0.46990305,2.106919,0.2051422,3.2110453,0.14045875
10,정규경기,2005-2006,26,가이 루커,안양KT&G,1.2787977,1.5280424,2.0408733,0.3978671,0.8424477,0.5139215,1.0508451,-0.53075624,-0.5539209,-0.7869104,0.80336076,1.6000724,1.3946301,-0.26523995,1.3522958,-0.26129493,4.0116525,0.32444963
11,플레이오프,2010KBLWINTER,9,강권희,KT,0.3112106,0.36185285,0.13555135,0.63525087,-0.14561749,-0.37196675,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.89910585,0.10038111,-0.24413209,-0.59939593,-0.6285902,-0.26129493,0.40892154,1.52039
12,D리그 1차,2010KBLWINTER,49,강권희,KT,0.36650127,0.2911747,0.022139322,0.56187767,0.41899112,0.46181035,0.38377813,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.19955717,-0.42290616,-0.39890233,0.22036092,0.36062118,-0.39168528,0.50844055
13,D리그 1차,2011KBLWINTER,57,강권희,KT,-0.22787371,-0.27425042,-0.47687364,-0.14595741,-0.4279218,-0.4761889,0.44687924,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.24240544,-0.3335191,-0.46573353,-0.2512786,-0.41677395,0.008618152,0.04846331
14,D리그 1차,2012KBLWINTER,36,강권희,KT,0.103870496,0.04380118,-0.18200235,0.13027085,-0.07504138,-0.059300315,0.34471577,-0.53075624,-0.5539209,-0.7869104,-0.21811917,0.057532832,-0.06535805,-0.19840875,0.03170517,0.5161003,-0.591837,0.04846331
15,정규경기,1998-1999,113,강기중,인천대우,-0.9051847,-0.94569284,-0.86247456,-0.99622285,-0.63965005,-0.6325221,0.52500415,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.67088866,-0.6910672,-0.064746425,-0.5342623,-0.572253,-0.591837,-0.5035092
16,플레이오프,1998-1999,49,강기중,인천대우,-0.9742981,-1.05171,-0.99856895,-1.95439,-0.35734573,-0.5283,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.9708269,-0.899637,-0.26523995,-0.817246,-1.0386901,-0.591837,-1.6994497
17,정규경기,1999-2000,72,강기중,인천신세기,-0.5596178,-0.5923021,-0.68101525,0.3978671,-0.49849787,-0.42407784,0.059259243,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.54234374,-0.6612716,0.9377214,0.31468883,0.2051422,-0.591837,0.60043585
18,정규경기,2000-2001,140,강기중,인천신세기,-1.0710568,-1.05171,-0.8851569,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.75658536,-0.84004563,-0.26523995,0.31468883,-0.26129493,-0.591837,-0.31951836
19,정규경기,2001-2002,111,강기중,인천SK,-0.8775394,-0.9103537,-0.83979213,-0.27543944,-0.569074,-0.5283,0.21550906,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.67088866,-0.7506586,0.13574718,-0.72291815,-0.72773206,-0.591837,-0.5955046
20,정규경기,2000-2001,90,강대협,대전현대,-0.7531354,-0.7689975,-0.74906254,-0.038055703,-0.49849787,-0.5283,0.4288502,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.713737,-0.7506586,-0.46573353,-0.817246,-0.72773206,-0.39168528,-0.6875
21,정규경기,2001-2002,112,강대협,창원LG,-0.8775394,-0.87501466,-0.8171097,-0.18911809,-0.7808022,-0.8409664,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.7288592,-0.79943365,-0.81025,-0.5325647,-0.72291815,-0.41677395,-0.591837,-0.7794955
22,플레이오프,2001-2002,35,강대협,창원LG,-0.44903648,-0.3449286,-0.4315088,1.4984645,-0.49849787,-0.4761889,0.38377813,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.9708269,-0.84004563,-0.7330582,-1.1002297,0.2051422,-0.591837,-0.31951836
23,정규경기,2002-2003,56,강대협,안양SBS,-0.06200157,-0.097555056,-0.31809676,0.4064993,-0.14561749,-0.21563357,0.696278,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.28525376,-0.3633148,1.0713838,0.126033,0.67157936,-0.19153357,1.3363992
24,정규경기,1997,25,강동희,부산기아,1.0852804,1.0332953,0.3623754,0.66977936,0.277839,0.25336614,0.55204743,-0.53075624,-0.5539209,-0.7869104,-0.3883658,0.057532832,-0.095153704,3.9451249,1.1636401,3.78116,-0.39168528,0.14045875
25,플레이오프,1997,21,강동희,부산기아,0.9608763,0.82126087,0.3623754,0.8035776,0.9130237,1.0350323,0.4288502,-0.53075624,-0.5539209,-0.7869104,-0.47348917,0.18607777,-0.035562333,1.7396957,0.5976725,2.0708907,0.008618152,-0.5955046
26,정규경기,1997-1998,34,강동희,부산기아,0.82264954,0.6092263,0.24896339,0.24680473,0.9130237,0.7744768,0.711302,-0.53075624,-0.5539209,-0.7869104,-0.13299587,0.65740925,0.41137275,3.610969,2.106919,2.848286,-0.39168528,-0.31951836
27,플레이오프,1997-1998,19,강동희,부산기아,0.91940826,0.7152436,0.226281,0.5532455,0.9130237,0.72236574,0.7834174,-0.53075624,-0.5539209,-0.7869104,-0.21811917,-0.28525376,-0.27392772,1.4723707,2.2955747,1.4489745,0.20876984,-0.22752291
28,정규경기,1998-1999,27,강동희,부산기아,1.1267483,0.8565999,0.24896339,0.5014528,1.1953281,0.98292106,0.8615423,-0.53075624,-0.5539209,-0.7869104,0.122374184,0.10038111,0.113416046,4.011956,2.106919,2.0708907,-0.39168528,-0.4115138
29,플레이오프,1998-1999,10,강동희,부산기아,1.4584924,1.0686343,0.47578746,0.36765462,1.8305128,1.6082541,0.75036454,-0.53075624,-0.5539209,-0.7869104,0.37774414,-0.3281021,-0.095153704,3.0763195,2.9558702,1.7599326,-0.591837,0.14045875
30,정규경기,1999-2000,40,강동희,부산기아,0.5876641,0.3971919,0.044821706,0.20364405,0.48956722,0.3575883,0.72332126,-0.53075624,-0.5539209,-0.7869104,-0.3032425,0.10038111,-0.0057666865,4.2124496,1.5409516,2.3818488,-0.19153357,-0.13552746
31,플레이오프,1999-2000,17,강동희,부산기아,0.974699,0.8919389,0.022139322,0.6827276,-0.14561749,-0.21563357,0.7834174,-0.53075624,-0.5539209,-0.7869104,-0.6437358,-0.41379878,-0.54208887,1.6060333,2.2012467,1.2934954,-0.591837,-0.043532133
32,정규경기,2000-2001,47,강동희,부산기아,0.54619604,0.46787015,0.06750409,0.3374421,0.06611072,0.044921793,0.49495608,-0.53075624,-0.5539209,-0.7869104,-0.21811917,0.057532832,-0.0057666865,4.747099,1.4466238,1.4489745,-0.19153357,-0.5955046
33,D리그 2차,2018 KBL D리그,37,강바일,삼성,0.034757122,0.11447934,0.20359862,-0.102796726,-0.49849787,-0.6325221,1.3843786,0.32376006,0.14549045,1.6768509,-0.6437358,-0.113860495,-0.30372345,0.2694095,0.31468883,0.5161003,-0.591837,1.3363992
34,정규경기,2018-2019,114,강바일,서울삼성,-0.6287312,-0.5923021,-0.72638005,1.0668577,-0.7808022,-0.7888553,-0.11802434,-0.13198195,-0.23918582,1.8411016,-0.7288592,-0.75658536,-0.7804542,-0.8667206,-0.72291815,-0.572253,-0.39168528,-0.5955046
35,플레이오프,2020 KBL D리그,14,강바일,삼성,0.8641176,1.0686343,1.0428476,-0.038055703,-0.85137826,-0.37196675,-1.6204273,1.1782764,1.1946075,1.1840986,-0.89910585,-0.54234374,-0.6910672,-0.26523995,-1.1002297,0.5161003,-0.591837,0.14045875
36,D리그 1차,2020 KBL D리그,30,강바일,삼성,0.6153094,0.5738873,-0.04590794,-0.102796726,-0.7102261,-0.6846332,-0.11802434,0.38072783,0.425255,1.0888331,-0.047872517,0.4003194,0.26239437,0.13574718,0.03170517,1.4489745,-0.19153357,0.8764221
37,D리그 2차,2020 KBL D리그,51,강바일,삼성,-0.13111494,-0.23891138,-0.31809676,-0.27543944,-0.14561749,-0.21563357,0.6331771,-0.13198195,0.14549045,0.30699953,-0.47348917,-0.028163834,-0.18454072,0.068915986,-0.15695068,-0.26129493,-0.19153357,0.60043585
38,정규경기,2020-2021,185,강바일,서울삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
39,KBL 컵대회,2021-2022,112,강바일,서울 삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
40,정규경기,1997,36,강병수,원주나래,0.13151582,0.2911747,0.3623754,0.5100848,-0.28676963,0.044921793,-0.24122132,-0.53075624,-0.5539209,-0.7869104,0.80336076,0.9144993,0.9178993,-0.5325647,0.126033,1.7599326,0.20876984,1.4283948
41,플레이오프,1997,24,강병수,원주나래,0.17298387,0.18515751,0.18091613,0.8467383,0.56014335,0.5139215,0.5820955,-0.53075624,-0.5539209,-0.7869104,0.71823746,1.0858926,1.0072863,-0.39890233,0.126033,0.82705843,0.40892154,1.1524082
42,정규경기,1997-1998,50,강병수,원주나래,-0.08964696,0.008462142,0.022139322,0.21659222,-0.49849787,-0.4761889,0.35373008,-0.53075624,-0.5539209,-0.7869104,0.80336076,0.31462273,0.50075984,-0.39890233,-0.062622756,0.9825373,0.008618152,0.8764221
43,플레이오프,1997-1998,44,강병수,원주나래,-0.6287312,-0.556963,-0.31809676,-0.22796276,-0.7102261,-0.2677446,-1.1186247,-0.53075624,-0.5539209,-0.7869104,0.4628675,0.057532832,0.20280306,-0.13157755,-0.15695068,-0.41677395,0.20876984,1.7963763
44,정규경기,1998-1999,119,강병수,수원삼성,-0.96047544,-0.94569284,-0.7944273,-0.95737827,-0.7808022,-0.8409664,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.3883658,-0.54234374,-0.51229316,-0.8667206,-0.5342623,-0.572253,-0.591837,0.23245409
45,플레이오프,1998-1999,38,강병수,수원삼성,-0.79460335,-0.6983193,-0.54492086,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.75658536,-0.6910672,-0.26523995,-0.6285902,-0.26129493,-0.591837,0.14045875
46,정규경기,1999-2000,104,강병수,수원삼성,-0.8637167,-0.83967555,-0.83979213,1.0668577,-0.7808022,-0.8409664,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.4994954,-0.51229316,-0.7330582,-0.817246,-0.41677395,-0.39168528,0.60043585
47,플레이오프,1999-2000,43,강병수,수원삼성,-0.6563766,-0.5923021,-0.7717449,2.3616781,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.3032425,-0.67088866,-0.6016802,-0.7330582,-0.817246,-1.0386901,-0.591837,-0.13552746
48,정규경기,2000-2001,133,강병수,수원삼성,-0.9881208,-0.94569284,-0.83979213,-0.102796726,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.4994954,-0.6612716,-0.7330582,-0.817246,-1.0386901,-0.591837,-1.2394725
49,플레이오프,2000-2001,56,강병수,수원삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
50,D리그 1차,2010KBLWINTER,72,강병진,SK,-0.13111494,-0.062216017,-0.27273196,0.5748259,-0.63965005,-0.7367442,1.3843786,-0.53075624,-0.5539209,-0.7869104,-0.21811917,-0.45664707,-0.39311045,-0.5325647,0.69200045,0.04966313,-0.39168528,1.060413
51,D리그 1차,2011KBLWINTER,68,강병진,SK,-0.6287312,-0.5923021,-0.612968,-0.020791527,-0.7808022,-0.7888553,-0.6198269,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.4994954,-0.51229316,-0.5325647,-0.5342623,-0.572253,-0.19153357,-0.31951836
52,정규경기,2008-2009,49,강병현,전주KCC,0.20062919,0.008462142,-0.06859032,0.2295404,0.7012955,0.7744768,0.43485996,0.38072783,0.425255,1.1019733,-0.3883658,0.057532832,-0.095153704,0.9377214,0.31468883,0.2051422,-0.39168528,0.78442675
53,플레이오프,2008-2009,46,강병현,전주KCC,-0.6563766,-1.05171,-0.99856895,-1.95439,1.2659041,1.1913654,0.6331771,-0.53075624,-0.5539209,-0.7869104,-0.047872517,-0.9708269,-0.6910672,-0.93355185,-1.1002297,-1.0386901,-0.591837,1.060413
54,정규경기,2009-2010,34,강병현,전주KCC,0.3112106,0.11447934,-0.09127271,0.20364405,0.56014335,0.5139215,0.6451964,0.55163103,0.670049,0.96728766,-0.21811917,0.10038111,-0.035562333,0.53673434,-0.062622756,0.36062118,-0.19153357,0.96841764
55,플레이오프,2009-2010,26,강병현,전주KCC,0.13151582,0.11447934,-0.113955095,1.0841221,0.277839,0.14914396,0.74135005,1.0073731,0.5301667,2.0513427,-0.5586125,-0.07101222,-0.21433644,-0.33207116,0.126033,0.04966313,-0.39168528,0.50844055
56,정규경기,2010-2011,26,강병현,전주KCC,0.5738414,0.46787015,0.18091613,0.43239564,0.48956722,0.40969932,0.6932732,0.9504053,0.8798724,1.2727939,-0.47348917,0.22892606,-0.035562333,0.80405897,0.22036092,0.5161003,-0.39168528,0.8764221
57,플레이오프,2010-2011,10,강병현,전주KCC,0.808827,0.7152436,0.3623754,0.4108153,0.48956722,0.5139215,0.43485996,1.1782764,1.0547252,1.3680594,-0.5586125,-0.41379878,-0.48249748,0.87089026,-0.15695068,0.5161003,-0.591837,1.3363992
58,정규경기,2016-2017,58,강상재,인천전자랜드,0.062402446,0.079140306,0.11286897,0.061213836,-0.28676963,-0.31985566,0.47091752,0.20982453,0.25040215,1.0954031,0.6331141,0.22892606,0.41137275,-0.26523995,-0.34560648,-0.41677395,0.20876984,0.416445
59,플레이오프,2016-2017,23,강상재,인천전자랜드,0.11769322,0.22049654,0.226281,0.44534382,-0.28676963,-0.2677446,0.38377813,0.38072783,0.63507843,0.7603316,0.80336076,-0.19955717,0.1432117,-0.5325647,-0.5342623,-0.41677395,-0.19153357,2.164358
60,정규경기,2017-2018,44,강상재,인천전자랜드,0.22827451,0.36185285,0.45310506,0.3331261,-0.21619359,-0.21563357,0.42584544,0.7795021,0.7399902,1.230089,0.80336076,0.4003194,0.5901469,-0.064746425,-0.34560648,0.04966313,0.20876984,1.4283948
61,플레이오프,2017-2018,17,강상재,인천전자랜드,0.5323735,0.5032092,0.3623754,0.63525087,0.56014335,0.46181035,0.69026846,1.0643408,0.9148429,1.4041946,1.1438541,0.22892606,0.56035113,-0.6662271,-0.34560648,0.5161003,0.20876984,1.7963763
62,정규경기,2018-2019,43,강상재,인천전자랜드,0.5600188,0.6445655,0.47578746,0.67841154,0.06611072,0.097032875,0.54002815,0.9504053,0.84490186,1.3582045,0.54799086,0.74310595,0.7093295,0.002084778,-0.15695068,0.04966313,0.20876984,1.3363992
63,플레이오프,2018-2019,22,강상재,인천전자랜드,0.54619604,0.25583565,0.5211522,-0.44376618,1.2659041,1.1913654,0.6331771,0.6085989,0.60010785,1.1840986,0.54799086,0.614561,0.5901469,0.60356545,-0.15695068,0.04966313,0.008618152,0.14045875
64,정규경기,2019-2020,48,강상재,인천전자랜드,0.103870496,0.18515751,0.27164578,0.056897666,-0.4279218,-0.37196675,0.3597398,0.38072783,0.39028445,1.1545335,0.54799086,0.871651,0.7987166,0.002084778,-0.15695068,0.04966313,0.20876984,0.04846331
65,정규경기,1997,41,강양택,수원삼성,-0.103469625,-0.062216017,-0.113955095,0.79062927,-0.07504138,-0.16352248,0.55505216,-0.53075624,-0.5539209,-0.7869104,-0.47348917,-0.4994954,-0.51229316,-0.59939593,-0.4399344,0.2051422,0.008618152,1.52039
66,정규경기,1997-1998,69,강양택,수원삼성,-0.5596178,-0.52162397,-0.54492086,0.31154576,-0.569074,-0.6325221,1.1710373,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.713737,-0.6910672,-0.7330582,-0.72291815,-0.572253,-0.39168528,0.14045875
67,정규경기,1998-1999,74,강양택,수원삼성,-0.51814985,-0.48628485,-0.612968,0.6136705,-0.63965005,-0.6846332,1.0508451,-0.53075624,-0.5539209,-0.7869104,-0.5586125,-0.585192,-0.6016802,-0.79988945,-0.817246,-0.72773206,-0.591837,0.6924312
68,플레이오프,1998-1999,50,강양택,수원삼성,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.842282,-0.899637,-0.7330582,-1.1002297,-1.0386901,0.008618152,0.60043585
69,정규경기,1999-2000,129,강양택,수원삼성,-1.0710568,-1.05171,-0.9305217,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-0.572253,-0.591837,-0.13552746
70,플레이오프,1999-2000,50,강양택,수원삼성,-0.79460335,-0.6983193,-0.54492086,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,0.5161003,-0.591837,0.14045875
71,D리그 1차,2012KBLWINTER,20,강영준,KCC,0.5738414,0.6092263,0.31701064,0.57914203,-0.004465288,0.044921793,0.29062918,-0.53075624,-0.5539209,-0.7869104,0.6331141,0.8288025,0.7987166,0.3362407,1.0693121,1.1380163,0.008618152,0.23245409
72,정규경기,2013-2014,123,강영준,전주KCC,-0.79460335,-0.6983193,-0.31809676,-0.5171394,-0.85137826,-0.8930775,-1.6204273,0.038921304,0.49519613,0.30699953,-0.89910585,-0.54234374,-0.6910672,-0.93355185,-1.1002297,0.5161003,-0.591837,-1.6994497
73,D리그 1차,2013KBLWINTER,4,강영준,KCC,1.2373298,1.0686343,0.6345642,0.06552984,0.63071936,0.40969932,0.8465183,-0.53075624,-0.5539209,-0.7869104,0.54799086,0.74310595,0.7093295,1.4055396,1.4466238,0.9825373,0.40892154,1.060413
74,D리그 2차,2013KBLWINTER,6,강영준,KCC,1.1820389,1.1393124,0.7026115,0.34607428,0.41899112,0.30547714,0.74135005,-0.53075624,-0.5539209,-0.7869104,-0.6437358,0.74310595,0.29219013,1.2718773,2.4842308,1.2934954,-0.19153357,0.416445
75,정규경기,2007-2008,143,강우형,울산모비스,-0.94665277,-0.94569284,-0.8171097,-0.22796276,-0.63965005,-0.6325221,0.017191917,-0.35985294,-0.3440975,0.62236106,-0.3032425,-0.79943365,-0.6612716,-0.59939593,-0.817246,-0.572253,-0.591837,-0.5035092
76,정규경기,2008-2009,163,강우형,울산모비스,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
77,정규경기,2005-2006,151,강윤식,서울SK,-1.0710568,-1.05171,-0.83979213,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.0554817
78,정규경기,2008-2009,150,강윤식,창원LG,-0.9328301,-0.87501466,-0.7036977,-0.22796276,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.37906808,-0.7869104,-0.6437358,-0.842282,-0.84004563,-0.93355185,-0.817246,-1.0386901,0.008618152,1.060413
79,정규경기,2005-2006,109,강은식,전주KCC,-0.82224876,-0.8043365,-0.86247456,0.20364405,-0.85137826,-0.8409664,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.3883658,-0.6280404,-0.5718845,-0.6662271,-1.0059018,-0.8832111,-0.591837,-0.043532133
80,플레이오프,2005-2006,45,강은식,전주KCC,-0.9328301,-0.9103537,-0.9078393,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.8851303,-0.92943263,-0.6662271,-0.91157395,-1.0386901,-0.591837,-0.4115138
81,정규경기,2008-2009,153,강은식,전주KCC,-0.96047544,-0.94569284,-0.86247456,-0.2927038,-0.7102261,-0.7888553,1.3843786,-0.4168207,-0.37906808,0.40883508,-0.3883658,-0.92797863,-0.7804542,-0.7330582,-0.817246,-0.41677395,-0.591837,0.32444963
82,플레이오프,2008-2009,53,강은식,전주KCC,-0.82224876,-0.83967555,-0.83979213,-0.102796726,-0.63965005,-0.6325221,0.18245623,-0.4168207,-0.44900924,1.4041946,-0.6437358,-0.75658536,-0.7506586,-0.79988945,-0.817246,-0.72773206,-0.591837,-0.043532133
83,정규경기,2002-2003,136,강준구,서울SK,-0.9881208,-0.94569284,-0.9305217,0.20364405,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.8139825,-0.9708269,-0.95922834,-0.7330582,-1.1002297,-1.0386901,-0.591837,-1.6074542
84,정규경기,2003-2004,144,강준구,전주KCC,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
85,플레이오프,2003-2004,57,강준구,전주KCC,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
86,정규경기,2004-2005,153,강준구,서울SK,-1.0710568,-1.05171,-0.99856895,-1.95439,-0.85137826,-0.8930775,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.89910585,-0.9708269,-0.989024,-0.93355185,-1.1002297,-1.0386901,-0.591837,-1.6994497
87,D리그 1차,2012KBLWINTER,55,강창모,SK,-0.6425539,-0.556963,-0.25004956,-0.04668787,-0.7102261,-0.6846332,-0.3313655,-0.53075624,-0.5539209,-0.7869104,0.37774414,-0.19955717,-0.0057666865,-0.6662271,-0.062622756,-0.572253,0.20876984,0.8764221
88,D리그 1차,2013KBLWINTER,50,강창모,SK,-0.5872632,-0.52162397,-0.13663754,-0.30996814,-0.49849787,-0.42407784,0.18245623,-0.53075624,-0.5539209,-0.7869104,1.2289774,0.35747102,0.6497382,-0.6662271,0.126033,-0.72773206,0.20876984,0.96841764
89,D리그 2차,2013KBLWINTER,21,강창모,SK,-0.0758243,-0.097555056,0.18091613,0.27270108,0.41899112,0.40969932,0.5820955,-0.53075624,-0.5539209,-0.7869104,1.9099642,0.014684447,0.7093295,-0.59939593,0.126033,-0.26129493,0.8092249,1.3363992
90,정규경기,1999-2000,60,강혁,수원삼성,-0.31080973,-0.3449286,-0.54492086,0.63525087,-0.35734573,-0.31985566,0.38377813,-0.53075624,-0.5539209,-0.7869104,-0.21811917,-0.4994954,-0.42290616,-0.19840875,-0.817246,0.04966313,-0.591837,-0.043532133
91,플레이오프,1999-2000,23,강혁,수원삼성,0.5323735,0.5032092,0.15823373,0.6827276,0.13668682,0.14914396,0.52500415,-0.53075624,-0.5539209,-0.7869104,-0.8139825,0.31462273,-0.06535805,2.3411763,0.5033447,0.5161003,0.6090733,2.0723624
92,정규경기,2000-2001,62,강혁,수원삼성,-0.24169637,-0.27425042,-0.31809676,0.45397598,-0.07504138,-0.059300315,0.3957974,-0.53075624,-0.5539209,-0.7869104,-0.13299587,-0.3281021,-0.27392772,0.2694095,-0.4399344,0.5161003,-0.39168528,0.416445
93,플레이오프,2000-2001,26,강혁,수원삼성,0.21445192,0.008462142,-0.31809676,0.92442733,0.7718715,0.5660325,0.83750397,-0.53075624,-0.5539209,-0.7869104,-0.6437358,0.014684447,-0.24413209,-0.064746425,-0.15695068,0.5161003,-0.591837,0.8764221
94,정규경기,2015-2016,122,강호연,부산KT,-0.7531354,-0.7689975,-0.86247456,-0.15458958,-0.7808022,-0.7888553,0.6331771,-0.47378844,-0.44900924,0.8555971,-0.7288592,-0.79943365,-0.81025,-0.7330582,-0.72291815,-0.72773206,-0.591837,-0.7794955
95,D리그 1차,2016 KBL D리그,47,강호연,KT,0.24209724,0.32651383,-0.09127271,0.3374421,-0.85137826,-0.8409664,-1.6204273,-0.53075624,-0.5539209,-0.7869104,-0.21811917,0.014684447,-0.095153704,-0.33207116,-0.062622756,-0.10581585,-0.39168528,0.23245409
96,D리그 2차,2016 KBL D리그,50,강호연,KT,-0.0067109265,-0.097555056,-0.38614398,-0.875373,-0.63965005,-0.5283,-0.11802434,-0.53075624,-0.5539209,-0.7869104,-0.3032425,-0.54234374,-0.48249748,-0.93355185,0.126033,0.04966313,0.008618152,-0.7794955
