,경기,년도,순위,선수명,팀,PTS,FG,FGA,FG%,FT,FTA,FT%,PP,PPA,PP%,REB_OFF,REB_DEF,REB_TOT,AST,TO,STL,BS,DF
0,정규경기,2021-2022,1,앤드류 니콜슨,대구 한국가스공사,24.3,9.3,12.9,56.1,3.6,4.4,81.1,6.1,9.5,64.0,1.3,7.4,8.8,1.0,1.7,0.6,0.4,1.7
1,정규경기,2021-2022,2,자밀 워니,서울 SK,22.2,9.5,15.7,59.0,2.9,4.0,72.9,8.6,13.9,61.7,4.3,7.8,12.1,2.7,1.4,1.2,0.5,2.0
2,정규경기,2021-2022,3,오마리 스펠맨,안양 KGC,19.8,7.5,9.6,49.1,2.2,4.0,54.5,3.8,6.7,56.8,1.8,8.2,10.0,2.7,2.5,0.9,1.8,1.6
3,정규경기,2021-2022,4,아이제아 힉스,서울 삼성,19.5,7.6,12.2,59.1,3.8,5.1,75.8,6.2,9.9,62.0,2.4,5.5,7.8,0.9,2.8,1.0,1.2,3.3
4,정규경기,2021-2022,5,아셈 마레이,창원 LG,19.0,7.6,14.2,53.5,3.8,6.5,59.0,6.8,11.8,57.0,6.2,6.8,13.0,2.7,1.6,2.0,0.9,2.8
5,정규경기,2021-2022,6,라건아,전주 KCC,17.7,7.1,10.2,60.7,2.6,3.8,68.9,4.8,7.9,60.0,3.9,7.5,11.4,2.3,1.3,0.6,0.8,2.2
6,정규경기,2021-2022,7,캐디 라렌,수원 KT,17.3,7.2,11.1,54.2,1.6,2.5,63.6,5.1,8.7,58.4,3.5,7.1,10.5,0.8,2.1,0.8,1.0,2.8
7,정규경기,2021-2022,8,이정현,전주 KCC,16.5,5.7,6.3,56.6,3.1,3.9,78.7,2.8,4.8,56.9,0.5,2.3,2.8,3.3,2.7,0.8,0.2,2.4
8,정규경기,2021-2022,9,최준용,서울 SK,16.2,5.7,7.3,52.3,3.0,4.3,69.2,3.0,5.2,58.1,0.9,4.4,5.3,2.3,1.9,0.8,1.2,1.9
9,정규경기,2021-2022,10,이관희,창원 LG,15.5,5.2,7.8,41.9,3.3,3.7,88.6,1.8,3.7,47.7,0.6,2.5,3.1,2.9,1.4,1.5,0.2,2.3
10,정규경기,2021-2022,11,전성현,안양 KGC,15.1,5.0,6.3,46.1,3.0,3.3,90.0,1.8,3.7,50.0,0.8,1.7,2.4,1.8,1.2,1.0,0.3,1.4
11,정규경기,2021-2022,12,오세근,안양 KGC,14.9,6.2,10.7,56.3,2.4,3.3,72.5,4.7,7.6,61.5,2.0,3.4,5.4,1.6,1.2,0.8,0.3,2.8
12,정규경기,2021-2022,13,이재도,창원 LG,14.9,5.3,5.8,54.3,2.3,2.6,90.3,1.8,3.3,56.4,1.3,2.6,3.9,5.1,1.9,1.6,0.0,1.2
13,정규경기,2021-2022,14,허웅,원주 DB,14.8,5.1,5.1,57.4,2.4,2.9,82.9,2.2,2.9,74.3,0.7,2.0,2.7,3.7,2.2,0.6,0.3,1.3
14,정규경기,2021-2022,15,이대성,고양 오리온,14.5,5.3,7.2,55.7,2.7,3.3,83.3,2.6,4.3,61.7,0.6,2.1,2.7,4.3,2.1,1.0,0.1,1.5
15,정규경기,2021-2022,16,김선형,서울 SK,13.8,5.0,7.4,44.9,2.1,2.8,73.5,3.3,6.9,48.2,0.8,2.0,2.8,5.5,1.7,1.3,0.2,1.3
16,정규경기,2021-2022,17,안영준,서울 SK,13.8,5.3,7.7,50.0,1.8,2.8,64.7,3.3,5.9,56.3,1.5,3.3,4.8,2.3,1.7,1.3,0.3,1.9
17,정규경기,2021-2022,18,머피 할로웨이,고양 오리온,13.7,6.5,10.0,63.6,0.7,2.2,33.3,5.8,8.4,69.6,2.3,7.1,9.4,2.5,1.9,2.0,0.5,1.5
18,정규경기,2021-2022,19,얼 클락,울산 현대모비스,13.7,5.8,9.5,50.8,1.0,1.3,76.5,3.4,5.8,57.9,2.2,6.3,8.5,1.5,2.2,0.2,1.5,1.8
19,정규경기,2021-2022,20,이우석,울산 현대모비스,13.7,4.9,5.9,64.8,2.8,3.3,82.5,3.2,4.0,79.2,0.9,2.9,3.8,2.7,1.4,0.8,0.4,1.9
20,정규경기,2021-2022,21,변준형,안양 KGC,13.6,4.8,5.7,57.4,2.6,3.6,72.1,3.2,4.9,64.4,0.8,1.6,2.3,5.0,2.8,1.9,0.2,3.4
21,정규경기,2021-2022,22,이승현,고양 오리온,13.4,5.9,10.8,50.8,1.2,1.2,100.0,2.1,4.6,45.5,1.3,4.3,5.5,3.0,1.0,0.9,0.3,1.7
22,정규경기,2021-2022,23,이대헌,대구 한국가스공사,13.3,5.9,9.4,59.0,1.1,2.2,50.0,4.2,7.0,60.4,2.1,3.4,5.5,2.4,1.3,0.7,0.2,2.1
23,정규경기,2021-2022,24,얀테 메이튼,원주 DB,13.2,4.6,8.6,48.1,3.7,5.7,64.7,3.6,7.1,50.0,1.4,4.3,5.8,1.1,1.0,0.7,0.3,2.3
24,정규경기,2021-2022,25,송교창,전주 KCC,13.0,5.3,8.0,52.1,1.2,1.7,70.0,3.3,5.7,58.8,0.7,4.5,5.2,1.5,1.8,0.5,0.8,1.8
25,정규경기,2021-2022,26,양홍석,수원 KT,12.5,4.8,4.4,64.9,0.8,1.5,57.9,2.6,3.8,69.4,2.0,5.1,7.1,2.8,1.7,1.2,0.3,1.8
26,정규경기,2021-2022,27,정성우,수원 KT,12.5,4.7,6.4,45.8,1.3,1.9,68.0,2.7,5.2,52.2,0.8,1.3,2.1,3.8,1.8,1.8,0.1,2.9
27,정규경기,2021-2022,28,김낙현,대구 한국가스공사,11.8,4.2,4.3,51.8,1.6,2.4,67.7,1.8,2.8,63.9,0.8,2.0,2.8,5.8,2.3,0.7,0.2,1.7
28,정규경기,2021-2022,29,라숀 토마스,울산 현대모비스,11.5,4.4,8.5,51.6,2.8,4.0,70.5,3.8,6.8,56.0,2.5,3.7,6.2,1.7,1.5,1.4,0.3,3.1
29,정규경기,2021-2022,30,레나드 프리먼,원주 DB,11.3,5.0,8.6,56.3,1.2,1.3,87.5,4.5,7.5,60.0,2.8,7.6,10.4,1.6,0.9,0.8,0.9,1.5
30,정규경기,2021-2022,31,김종규,원주 DB,11.2,4.8,8.0,55.2,1.3,1.8,76.2,2.9,4.8,61.4,1.5,5.3,6.8,0.8,1.7,0.4,1.7,2.9
31,정규경기,2021-2022,32,함지훈,울산 현대모비스,10.7,3.9,6.6,51.2,2.3,3.2,71.4,2.5,4.3,58.9,1.7,2.2,3.9,2.7,1.2,0.5,0.3,1.2
32,정규경기,2021-2022,33,문성곤,안양 KGC,10.4,4.0,2.8,73.5,0.5,1.0,50.0,2.0,2.5,80.0,2.5,4.1,6.6,2.9,0.7,2.2,0.2,2.8
33,정규경기,2021-2022,34,두경민,대구 한국가스공사,10.3,3.5,4.7,39.3,1.7,1.8,90.9,1.2,2.8,41.2,1.3,2.2,3.5,3.7,3.0,1.5,0.0,1.5
34,정규경기,2021-2022,35,김지완,전주 KCC,9.7,3.7,5.1,47.5,1.1,1.5,72.2,1.9,3.6,53.5,0.2,1.9,2.1,3.2,0.8,0.6,0.0,2.2
35,정규경기,2021-2022,36,정창영,전주 KCC,9.6,2.8,3.0,66.7,3.2,3.6,88.9,1.6,1.8,88.9,0.2,2.8,3.0,2.6,1.4,0.4,0.0,2.0
36,정규경기,2021-2022,37,서명진,울산 현대모비스,9.4,3.5,4.2,44.4,0.8,1.3,64.7,1.2,2.8,44.4,0.2,2.6,2.8,4.8,2.2,0.7,0.0,1.8
37,정규경기,2021-2022,38,이정현,고양 오리온,9.3,3.6,5.2,46.8,1.0,1.4,70.6,1.6,3.7,43.2,0.3,1.3,1.7,3.5,0.8,1.1,0.3,2.3
38,정규경기,2021-2022,39,장재석,울산 현대모비스,9.1,3.7,6.9,53.3,1.7,2.5,66.7,3.3,5.9,55.8,1.6,2.5,4.2,1.3,1.0,0.7,0.8,2.7
39,정규경기,2021-2022,40,미로슬라브 라둘리차,고양 오리온,9.0,3.3,6.3,45.3,1.8,2.4,75.9,2.3,4.6,49.1,1.3,4.1,5.3,1.4,2.2,0.6,0.4,2.2
40,정규경기,2021-2022,41,김동욱,수원 KT,8.8,2.9,2.5,25.0,0.7,0.8,81.8,0.5,1.3,35.3,0.4,1.8,2.2,4.0,1.5,0.5,0.0,1.0
41,정규경기,2021-2022,42,김시래,서울 삼성,8.8,2.8,5.5,36.6,2.5,2.8,88.9,1.8,4.2,41.8,0.3,3.3,3.6,7.8,2.2,1.2,0.0,2.3
42,정규경기,2021-2022,43,임동섭,서울 삼성,8.6,3.3,4.2,38.2,0.3,0.4,80.0,0.9,2.3,40.0,0.8,2.8,3.7,1.2,0.5,0.2,0.2,2.5
43,정규경기,2021-2022,44,김현수,서울 삼성,8.4,2.9,3.7,35.4,0.9,1.2,80.0,0.9,2.5,37.5,0.1,1.4,1.5,0.9,0.8,0.2,0.0,1.8
44,정규경기,2021-2022,45,한호빈,고양 오리온,8.3,2.9,2.3,66.7,1.0,1.3,80.0,1.3,1.6,78.9,0.3,2.5,2.8,3.6,1.4,0.9,0.0,2.1
45,정규경기,2021-2022,46,다니엘 오셰푸,서울 삼성,8.2,3.9,5.8,65.8,0.3,0.6,50.0,3.7,5.3,69.6,1.8,4.5,6.3,0.8,1.1,0.6,0.3,1.1
46,정규경기,2021-2022,47,박찬희,원주 DB,8.0,3.1,5.4,40.7,0.9,1.9,47.4,1.9,3.2,59.4,0.6,2.5,3.1,5.6,1.0,1.6,0.0,1.7
47,정규경기,2021-2022,48,유현준,전주 KCC,8.0,2.8,3.0,52.8,1.3,1.5,88.9,1.3,1.9,65.2,0.2,1.7,1.8,3.6,2.0,0.8,0.1,1.6
48,정규경기,2021-2022,49,하윤기,수원 KT,8.0,3.2,5.2,60.3,1.7,2.6,64.7,3.0,4.8,62.9,1.8,2.3,4.2,0.5,1.0,0.5,0.5,1.5
49,정규경기,2021-2022,50,허일영,서울 SK,8.0,2.7,2.8,54.5,1.5,1.9,78.3,0.9,1.6,57.9,0.9,2.0,2.9,0.3,0.4,0.4,0.1,2.7
50,정규경기,2021-2022,51,김영환,수원 KT,7.5,2.8,3.8,52.0,1.0,1.5,65.0,1.4,2.5,54.5,0.9,1.2,2.1,1.8,0.8,0.7,0.2,1.8
51,정규경기,2021-2022,52,이원석,서울 삼성,7.3,2.9,4.3,58.9,1.1,1.7,63.6,2.5,4.2,59.3,2.0,2.3,4.3,0.3,1.1,0.3,0.8,2.7
52,정규경기,2021-2022,53,이동엽,서울 삼성,7.2,2.4,3.5,37.1,1.3,1.8,72.2,1.0,2.0,50.0,1.6,2.6,4.2,2.9,1.5,0.8,0.0,2.6
53,정규경기,2021-2022,54,정희재,창원 LG,7.0,2.5,1.8,66.7,0.7,0.9,77.8,0.9,1.3,69.2,0.8,1.9,2.7,1.3,0.8,0.6,0.1,2.8
54,정규경기,2021-2022,55,클리프 알렉산더,대구 한국가스공사,7.0,2.7,4.9,54.7,1.6,2.2,75.0,2.5,4.5,56.9,1.3,4.2,5.5,0.3,0.8,0.3,0.5,2.0
55,정규경기,2021-2022,56,마이크 마이어스,수원 KT,6.8,3.0,5.8,52.0,0.8,1.5,52.6,2.9,5.5,52.8,2.8,3.1,5.8,1.2,1.3,0.6,0.3,2.0
56,정규경기,2021-2022,57,대릴 먼로,안양 KGC,6.2,2.2,3.6,48.8,1.4,2.0,70.8,1.6,2.7,59.4,1.1,3.3,4.4,2.5,0.8,0.4,0.1,1.3
57,정규경기,2021-2022,58,서민수,창원 LG,6.1,2.2,2.6,35.5,0.5,0.6,85.7,0.4,1.3,31.3,1.2,2.2,3.3,1.0,0.4,0.3,0.3,2.6
58,정규경기,2021-2022,59,김준일,창원 LG,6.0,3.0,4.0,75.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,4.0
59,정규경기,2021-2022,60,라타비우스 윌리엄스,전주 KCC,6.0,2.6,4.2,62.0,0.8,1.8,47.6,2.5,3.7,68.2,1.9,3.6,5.5,0.2,0.3,0.2,0.2,1.7
60,정규경기,2021-2022,61,전현우,대구 한국가스공사,5.8,2.0,1.9,44.0,0.6,0.6,100.0,0.7,1.5,45.0,0.7,1.5,2.2,0.9,0.5,0.5,0.1,1.8
61,정규경기,2021-2022,62,이종현,고양 오리온,5.7,2.1,4.1,49.0,1.4,1.5,94.4,0.8,1.9,43.5,0.6,2.1,2.7,0.4,0.9,0.5,0.4,0.8
62,정규경기,2021-2022,63,정준원,원주 DB,5.5,2.0,3.5,42.9,1.0,1.5,66.7,1.0,3.0,33.3,0.5,2.0,2.5,0.5,0.5,1.0,0.0,3.0
63,정규경기,2021-2022,64,정호영,원주 DB,5.2,2.3,3.6,53.5,0.3,0.4,80.0,1.4,2.4,58.6,0.6,1.3,1.9,2.2,1.4,0.5,0.3,1.8
64,정규경기,2021-2022,65,김강선,고양 오리온,5.1,1.8,1.5,50.0,0.3,0.4,80.0,0.8,1.4,52.9,0.5,0.6,1.1,0.8,0.3,0.4,0.0,1.9
65,정규경기,2021-2022,66,압둘 말릭 아부,창원 LG,4.9,2.2,3.3,53.8,0.2,0.6,28.6,1.8,3.3,53.8,0.9,1.1,2.0,0.3,0.8,0.3,0.4,1.3
66,정규경기,2021-2022,67,최부경,서울 SK,4.8,2.2,3.9,55.3,0.4,0.6,71.4,1.3,1.8,76.2,1.1,2.9,4.0,0.5,0.4,0.4,0.3,2.2
67,정규경기,2021-2022,68,장민국,서울 삼성,4.6,1.7,1.8,34.8,0.2,0.3,50.0,0.4,1.2,33.3,0.5,1.4,1.9,0.3,0.5,0.4,0.2,2.5
68,정규경기,2021-2022,69,전준범,전주 KCC,4.5,1.5,1.1,45.5,0.5,0.6,83.3,0.4,0.9,44.4,0.3,1.2,1.5,0.8,0.5,0.4,0.3,1.1
69,정규경기,2021-2022,70,최진수,울산 현대모비스,4.5,1.7,2.3,43.3,0.5,0.5,85.7,0.8,1.6,47.6,0.5,1.2,1.8,0.5,0.6,0.7,0.5,1.7
70,정규경기,2021-2022,71,이현민,울산 현대모비스,4.4,1.5,1.6,52.4,0.8,1.1,78.6,0.8,1.5,55.0,0.3,0.4,0.7,3.2,1.2,0.7,0.0,2.1
71,정규경기,2021-2022,72,박정현,창원 LG,4.2,1.7,4.3,37.2,0.7,1.2,58.3,0.9,2.2,40.9,1.5,2.3,3.8,0.9,1.1,0.9,0.2,2.0
72,정규경기,2021-2022,73,차바위,대구 한국가스공사,4.1,1.5,2.2,57.1,0.7,0.9,75.0,0.9,1.5,60.0,1.4,3.2,4.6,2.3,0.8,0.7,0.1,3.1
73,정규경기,2021-2022,74,차민석,서울 삼성,3.9,1.5,2.7,46.9,0.7,1.0,66.7,1.2,2.2,53.8,1.1,0.8,1.8,0.4,0.6,0.2,0.1,1.8
74,정규경기,2021-2022,75,나카무라 타이치,원주 DB,3.8,1.3,2.3,32.1,0.6,0.6,100.0,0.7,1.6,42.1,0.3,1.7,1.9,1.8,0.9,0.4,0.1,1.1
75,정규경기,2021-2022,76,신민석,울산 현대모비스,3.8,1.5,1.2,76.9,0.1,0.2,50.0,0.8,1.1,75.0,0.5,1.1,1.6,0.5,0.6,0.6,0.1,1.4
76,정규경기,2021-2022,77,조상열,대구 한국가스공사,3.8,1.3,1.1,46.2,0.3,0.5,66.7,0.3,0.8,30.0,0.4,0.7,1.1,1.0,0.6,0.5,0.0,1.3
77,정규경기,2021-2022,78,김철욱,원주 DB,3.6,1.5,2.3,56.5,0.4,0.6,66.7,0.9,1.3,69.2,0.3,1.1,1.4,0.2,0.4,0.1,0.3,2.0
78,정규경기,2021-2022,79,송창용,전주 KCC,3.6,1.2,1.2,38.5,0.5,0.7,75.0,0.4,1.0,36.4,0.7,1.3,2.0,0.4,0.3,0.5,0.0,1.2
79,정규경기,2021-2022,80,오재현,서울 SK,3.6,1.2,1.7,64.7,1.1,1.5,73.3,0.9,1.3,69.2,0.2,1.1,1.3,1.1,0.5,0.4,0.0,2.3
80,정규경기,2021-2022,81,김세창,고양 오리온,3.5,1.5,1.5,66.7,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,0.5,0.5,0.0,2.5
81,정규경기,2021-2022,82,최현민,고양 오리온,3.5,1.4,1.8,50.0,0.3,0.3,100.0,0.8,1.4,60.0,0.7,0.5,1.3,0.4,0.4,0.3,0.0,0.9
82,정규경기,2021-2022,83,박지원,수원 KT,3.4,1.2,2.7,42.9,0.8,1.2,68.8,1.1,2.3,46.7,0.5,1.1,1.6,1.8,0.5,1.0,0.2,1.5
83,정규경기,2021-2022,84,홍경기,대구 한국가스공사,3.3,1.0,1.3,25.0,0.7,1.3,50.0,0.3,0.7,50.0,1.0,0.7,1.7,0.7,0.3,0.0,0.0,3.0
84,정규경기,2021-2022,85,김상규,전주 KCC,3.2,1.4,1.6,61.1,0.1,0.2,50.0,0.9,1.5,58.8,1.5,1.5,2.9,0.9,0.3,0.3,0.3,1.5
85,정규경기,2021-2022,86,최창진,수원 KT,3.2,1.2,2.3,44.0,0.6,0.9,70.0,0.8,1.5,56.3,0.9,1.2,2.1,1.4,0.8,0.5,0.0,1.8
86,정규경기,2021-2022,87,리온 윌리엄스,서울 SK,3.1,1.2,2.5,43.3,0.7,1.1,61.5,0.5,1.3,37.5,0.8,1.9,2.7,0.1,0.3,0.4,0.3,0.9
87,정규경기,2021-2022,88,윤호영,원주 DB,3.1,1.3,1.8,42.9,0.1,0.3,25.0,0.7,1.3,50.0,0.8,1.6,2.4,1.6,0.8,0.6,0.5,1.7
88,정규경기,2021-2022,89,신승민,대구 한국가스공사,3.0,1.0,1.8,43.5,0.8,1.2,66.7,0.6,1.3,47.1,1.0,1.5,2.5,1.2,0.7,0.2,0.0,2.8
89,정규경기,2021-2022,90,윤원상,창원 LG,3.0,1.0,0.5,50.0,0.3,0.5,50.0,0.3,0.5,50.0,0.0,0.3,0.3,0.5,0.3,0.0,0.0,0.8
90,정규경기,2021-2022,91,이광진,창원 LG,3.0,1.0,0.1,100.0,0.1,0.3,50.0,0.1,0.1,100.0,0.3,0.9,1.1,0.3,0.1,0.1,0.0,1.5
91,정규경기,2021-2022,92,이민석,원주 DB,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
92,정규경기,2021-2022,93,정성호,울산 현대모비스,2.9,1.0,0.2,50.0,0.0,0.0,0.0,0.1,0.2,50.0,0.3,0.8,1.1,0.7,0.0,0.3,0.1,0.1
93,정규경기,2021-2022,94,김영훈,원주 DB,2.8,0.9,0.5,33.3,0.3,0.5,50.0,0.2,0.5,33.3,1.0,0.8,1.8,0.4,0.3,0.2,0.0,2.3
94,정규경기,2021-2022,95,변기훈,창원 LG,2.8,0.8,1.8,27.3,0.8,0.8,100.0,0.5,1.7,30.0,0.8,0.5,1.3,1.0,0.8,0.5,0.0,2.5
95,정규경기,2021-2022,96,배수용,서울 삼성,2.7,1.0,1.2,42.9,0.2,0.7,25.0,0.5,0.8,60.0,1.0,0.8,1.8,1.2,0.0,0.0,0.3,1.2
96,정규경기,2021-2022,97,김영현,울산 현대모비스,2.6,0.9,0.4,66.7,0.3,0.8,33.3,0.3,0.3,100.0,0.1,0.3,0.4,0.8,0.1,0.5,0.0,1.3
97,정규경기,2021-2022,98,김현민,수원 KT,2.6,1.0,1.4,57.1,0.4,0.6,66.7,0.7,1.2,58.3,1.1,1.0,2.1,0.3,0.4,0.3,0.1,1.3
98,정규경기,2021-2022,99,양우섭,서울 SK,2.6,1.1,1.3,58.3,0.0,0.0,0.0,0.6,0.9,62.5,0.8,0.6,1.3,1.2,0.3,0.2,0.0,0.7
99,정규경기,2021-2022,100,김수찬,울산 현대모비스,2.4,1.0,0.9,75.0,0.1,0.1,100.0,0.7,0.9,75.0,0.3,0.3,0.7,0.7,0.3,0.4,0.0,1.2
100,정규경기,2021-2022,101,양준우,대구 한국가스공사,2.3,0.8,0.8,40.0,0.2,0.3,50.0,0.3,0.7,50.0,0.3,0.3,0.7,1.5,0.5,0.2,0.0,1.2
101,정규경기,2021-2022,102,한승희,안양 KGC,2.3,0.9,1.7,50.0,0.4,0.5,83.3,0.3,0.6,57.1,1.0,1.2,2.2,0.4,0.3,0.3,0.1,1.8
102,정규경기,2021-2022,103,강병현,창원 LG,2.2,0.8,0.6,20.0,0.0,0.2,0.0,0.1,0.3,33.3,0.2,0.4,0.7,0.3,0.4,0.0,0.1,1.7
103,정규경기,2021-2022,104,정해원,창원 LG,2.1,0.8,0.5,50.0,0.1,0.3,50.0,0.3,0.5,50.0,0.4,0.8,1.1,0.3,0.1,0.4,0.0,1.8
104,정규경기,2021-2022,105,곽동기,전주 KCC,2.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
105,정규경기,2021-2022,106,김동준,울산 현대모비스,2.0,0.7,0.7,50.0,0.3,0.3,100.0,0.3,0.3,100.0,0.3,0.3,0.7,0.3,1.0,0.0,0.0,0.3
106,정규경기,2021-2022,107,임종일,고양 오리온,2.0,0.3,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.0,1.0
107,정규경기,2021-2022,108,조한진,고양 오리온,2.0,0.5,0.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.3,0.5,0.8,0.5,0.0,0.5,0.0,0.3
108,정규경기,2021-2022,109,최원혁,서울 SK,1.9,0.7,1.3,38.5,0.3,0.4,75.0,0.3,1.1,27.3,1.4,1.5,2.9,2.2,0.4,0.7,0.0,2.3
109,정규경기,2021-2022,110,오용준,고양 오리온,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.2,0.6,0.2,0.6
110,정규경기,2021-2022,111,정영삼,대구 한국가스공사,1.8,0.8,1.2,57.1,0.2,0.2,100.0,0.6,1.1,53.8,0.1,0.4,0.5,0.4,0.3,0.4,0.0,1.8
111,정규경기,2021-2022,112,박상권,원주 DB,1.6,0.6,0.6,33.3,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.2
112,정규경기,2021-2022,113,박준영,수원 KT,1.6,0.7,1.0,71.4,0.1,0.3,50.0,0.6,0.7,80.0,0.1,0.7,0.9,0.1,0.1,0.0,0.0,0.7
113,정규경기,2021-2022,114,유병훈,전주 KCC,1.6,0.6,1.6,21.4,0.2,0.3,66.7,0.3,1.1,30.0,0.2,0.1,0.3,0.7,0.3,0.2,0.0,1.0
114,정규경기,2021-2022,115,이승우,창원 LG,1.6,0.6,1.6,37.5,0.4,0.4,100.0,0.6,1.1,54.5,0.1,1.4,1.5,0.3,0.5,0.0,0.1,1.1
115,정규경기,2021-2022,116,김훈,원주 DB,1.5,0.7,1.0,50.0,0.0,0.0,0.0,0.3,0.5,66.7,0.7,0.8,1.5,0.2,0.2,0.0,0.2,1.0
116,정규경기,2021-2022,117,이용우,원주 DB,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0
117,정규경기,2021-2022,118,이준희,원주 DB,1.3,0.5,1.2,28.6,0.2,0.3,50.0,0.3,1.2,28.6,0.3,0.5,0.8,0.2,0.3,0.0,0.2,0.8
118,정규경기,2021-2022,119,한상혁,창원 LG,1.3,0.7,1.3,50.0,0.0,0.0,0.0,0.3,1.0,33.3,0.3,0.7,1.0,0.3,0.3,0.0,0.0,0.3
119,정규경기,2021-2022,120,이진욱,전주 KCC,1.2,0.5,0.4,50.0,0.0,0.0,0.0,0.1,0.3,33.3,0.2,0.3,0.5,0.7,0.3,0.2,0.0,1.5
120,정규경기,2021-2022,121,이호현,서울 삼성,1.2,0.6,1.6,37.5,0.0,0.4,0.0,0.6,1.4,42.9,0.0,1.2,1.2,2.2,0.0,0.4,0.0,0.6
121,정규경기,2021-2022,122,김진유,고양 오리온,1.1,0.4,0.4,66.7,0.3,0.3,100.0,0.3,0.4,66.7,0.5,0.4,0.9,0.3,0.1,0.3,0.0,0.5
122,정규경기,2021-2022,123,이우정,안양 KGC,1.1,0.4,0.3,50.0,0.0,0.0,0.0,0.1,0.1,100.0,0.4,0.1,0.6,0.1,0.3,0.1,0.0,1.4
123,정규경기,2021-2022,124,김동현,전주 KCC,1.0,0.0,0.3,0.0,1.0,2.0,50.0,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.7
124,정규경기,2021-2022,125,김승원,서울 SK,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5
125,정규경기,2021-2022,126,최승욱,고양 오리온,0.9,0.4,0.4,100.0,0.0,0.0,0.0,0.4,0.4,100.0,0.6,0.2,0.8,0.6,0.1,0.2,0.1,0.1
126,정규경기,2021-2022,127,박민우,서울 삼성,0.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.3
127,정규경기,2021-2022,128,함준후,안양 KGC,0.8,0.4,0.6,42.9,0.0,0.0,0.0,0.2,0.3,66.7,0.3,0.5,0.7,0.3,0.2,0.4,0.1,1.5
128,정규경기,2021-2022,129,전형준,서울 삼성,0.7,0.2,0.6,16.7,0.2,0.2,100.0,0.0,0.3,0.0,0.0,0.3,0.3,0.8,0.3,0.2,0.0,1.3
129,정규경기,2021-2022,130,민성주,대구 한국가스공사,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.3,0.3,0.0,0.8
130,정규경기,2021-2022,131,우동현,안양 KGC,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.4,66.7,0.1,0.1,0.3,0.1,0.0,0.1,0.0,0.5
131,정규경기,2021-2022,132,임준수,대구 한국가스공사,0.3,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.3,0.0,0.0,0.0
132,정규경기,2021-2022,133,이현석,서울 SK,0.2,0.0,0.1,0.0,0.2,0.2,100.0,0.0,0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.1,0.7
133,정규경기,2021-2022,134,곽정훈,전주 KCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,정규경기,2021-2022,135,김동량,서울 삼성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,정규경기,2021-2022,136,김민욱,수원 KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,정규경기,2021-2022,137,김윤태,수원 KT,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.3
137,정규경기,2021-2022,138,김종호,창원 LG,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
138,정규경기,2021-2022,139,김형빈,서울 SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,정규경기,2021-2022,140,문상옥,수원 KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
