,선수명,경기수,전체 출전시간,득점 전체,득점 평균,2점슛 성공,2점슛 시도,2점슛 성공률,3점슛 성공,3점슛 시도,3점슛 성공률,자유투 성공,자유투 시도,자유투 성공률,공격 리바운드,수비 리바운드,평균 리바운드,전체 어시스트,평균 어시스트,스틸,블록,덩크슛 성공,덩크슛 시도,파울(자유튜유),파울(자유투무),IDF,테크니컬 파울,굿디펜스,속공,FBF,턴오버,팀 리바운드,팀 턴오버,대회년도,대학교
319,김종호,3,01:17:00,43,14,10,20,50.0%,6,15,40.0%,5,7,71.4%,0,6,2.0,8,2.7,2,0,0,0,2,2,0,0,0,3,1,6,3,0,2020,동국대학교
320,박승재,3,01:00:42,33,11,12,18,66.7%,2,7,28.6%,3,6,50.0%,3,6,3.0,5,1.7,1,0,0,0,0,2,0,0,0,4,0,6,6,0,2020,동국대학교
321,이승훈,3,01:09:52,33,11,4,6,66.7%,8,22,36.4%,1,3,33.3%,5,2,2.0,5,1.7,4,0,0,0,1,1,0,0,2,6,3,1,1,0,2020,동국대학교
322,정종현,3,00:40:39,23,7,11,16,68.8%,0,2,0.0%,1,1,100.0%,4,6,3.0,1,0.3,1,2,0,0,1,4,0,0,0,2,0,4,0,0,2020,동국대학교
323,이광진,3,00:58:17,18,6,5,11,45.5%,2,7,28.6%,2,4,50.0%,7,11,6.0,1,0.3,0,2,0,0,4,2,0,0,0,1,1,2,3,1,2020,동국대학교
324,이민석,3,00:49:22,16,5,2,9,22.2%,3,5,60.0%,3,5,60.0%,1,7,2.0,5,1.7,3,1,0,0,1,2,0,0,0,1,1,3,0,0,2020,동국대학교
325,유진,3,00:34:55,13,4,4,7,57.1%,1,9,11.1%,2,2,100.0%,1,3,1.0,2,0.7,0,0,0,0,2,0,0,0,0,0,1,2,3,1,2020,동국대학교
326,김승협,3,01:07:11,6,2,3,7,42.9%,0,1,0.0%,0,0,0.0%,2,12,4.0,19,6.3,2,0,0,0,2,5,0,0,0,1,0,3,1,0,2020,동국대학교
327,김형민,3,01:01:10,3,1,0,5,0.0%,1,6,16.7%,0,0,0.0%,0,5,1.0,5,1.7,0,1,0,0,0,3,0,0,1,0,0,2,1,0,2020,동국대학교
328,이학승,3,00:08:07,2,0,1,1,100.0%,0,1,0.0%,0,0,0.0%,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,동국대학교
329,강승호,3,00:09:25,0,0,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,2,0.0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,2020,동국대학교
330,이도헌,3,02:00:59,51,17,11,22,50.0%,6,16,37.5%,11,13,84.6%,6,10,5.0,20,6.7,6,1,0,0,4,3,0,0,0,5,1,6,2,1,2020,명지대학교
331,정인호,3,01:33:35,51,17,6,13,46.2%,9,20,45.0%,12,15,80.0%,4,4,2.0,4,1.3,1,0,0,0,4,4,0,0,1,6,4,4,2,0,2020,명지대학교
332,이석민,3,01:53:07,45,15,14,26,53.8%,5,18,27.8%,2,5,40.0%,4,12,5.0,18,6.0,4,0,0,0,3,3,0,0,0,4,0,11,3,1,2020,명지대학교
333,문시윤,3,01:09:04,38,12,17,26,65.4%,1,3,33.3%,1,1,100.0%,4,14,6.0,2,0.7,3,3,0,0,11,2,0,0,0,1,0,3,5,0,2020,명지대학교
334,송기찬,3,01:25:54,31,10,3,11,27.3%,7,20,35.0%,4,5,80.0%,5,4,3.0,9,3.0,2,0,0,0,1,5,0,0,3,3,1,8,0,0,2020,명지대학교
335,한정도,3,01:06:20,15,5,5,11,45.5%,0,0,0.0%,5,8,62.5%,4,11,5.0,3,1.0,2,5,0,0,5,7,0,0,1,0,0,9,3,1,2020,명지대학교
336,김종훈,3,01:03:15,12,4,6,18,33.3%,0,1,0.0%,0,2,0.0%,4,6,3.0,7,2.3,2,0,0,0,1,3,0,0,0,1,1,3,2,0,2020,명지대학교
337,엄윤혁,3,00:10:05,3,1,1,2,50.0%,0,0,0.0%,1,2,50.0%,0,2,0.0,0,0.0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,2020,명지대학교
338,박진오,3,00:00:00,0,0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,명지대학교
339,오인준,3,00:02:41,0,0,0,0,0.0%,0,1,0.0%,0,0,0.0%,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,명지대학교
340,이준혁,3,00:00:00,0,0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,명지대학교
341,최진혁,3,01:53:08,60,20,19,31,61.3%,4,14,28.6%,10,10,100.0%,5,15,6.0,11,3.7,1,0,0,0,6,6,0,0,0,3,0,10,3,0,2020,상명대학교
342,이호준,3,02:00:00,59,19,12,16,75.0%,9,22,40.9%,8,9,88.9%,5,4,3.0,4,1.3,2,1,0,0,0,9,0,0,0,5,3,11,8,1,2020,상명대학교
